"Shape Area","Type","Households","Quality Flags","name","GeoUID","CSD_UID","Population","CT_UID","Dwellings","CD_UID","CMA_UID","Region Name","Area (sq km)","v_CA21_10: Total - Age","v_CA21_9: Total - Age","v_CA21_8: Total - Age","v_CA21_601: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_646: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_645: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_600: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_4873: Total - Visible minority for the population in private households","v_CA21_4874: Total - Visible minority for the population in private households","v_CA21_4918: Total - Ethnic or cultural origin for the population in private households","v_CA21_4919: Total - Ethnic or cultural origin for the population in private households","v_CA21_5800: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5801: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5809: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5810: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5818: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","v_CA21_5819: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","Longitude","Latitude"
0.372,"DA",282,"0","35250300","35250300","3525005",797,"5370085.01",284,"3525","35537","35250300",0.372,390,405,800,335,100,100,345,385,360,380,360,345,335,165,165,345,335,-79.7206779389458,43.2119197860205
0.3072,"DA",159,"0","35250302","35250302","3525005",403,"5370084.03",160,"3525","35537","35250302",0.3072,205,200,405,170,100,100,175,200,195,200,195,175,170,95,90,170,165,-79.7320602486158,43.2119357722858
0.1969,"DA",197,"0","35250303","35250303","3525005",501,"5370084.03",199,"3525","35537","35250303",0.1969,240,260,500,195,100,100,175,205,195,205,200,175,195,80,95,175,195,-79.7318295687321,43.2149140338907
0.2204,"DA",198,"0","35250304","35250304","3525005",538,"5370084.03",202,"3525","35537","35250304",0.2204,280,255,540,245,100,100,215,240,275,235,280,215,245,115,130,215,240,-79.7266965797776,43.2157967633432
0.2357,"DA",203,"0","35250305","35250305","3525005",572,"5370084.03",206,"3525","35537","35250305",0.2357,300,270,570,265,100,100,255,300,305,300,305,255,260,170,180,255,265,-79.7312840929221,43.2183789912102
0.169,"DA",149,"0","35250306","35250306","3525005",416,"5370085.01",156,"3525","35537","35250306",0.169,215,200,415,210,100,100,205,245,240,245,240,205,210,120,120,205,205,-79.7222823955238,43.2157935615544
3.0129,"DA",187,"0","35250307","35250307","3525005",621,"5370085.03",206,"3525","35537","35250307",3.0129,300,320,625,205,100,100,230,295,255,300,255,230,205,140,130,230,205,-79.6888457610305,43.2118467252263
0.4157,"DA",331,"0","35250308","35250308","3525005",913,"5370085.02",337,"3525","35537","35250308",0.4157,480,430,915,430,100,100,365,435,505,435,505,365,430,245,295,365,430,-79.7072974428772,43.2167741205383
0.0727,"DA",94,"0","35250309","35250309","3525005",338,"5370085.02",94,"3525","35537","35250309",0.0727,155,180,340,165,100,100,150,180,190,180,190,150,170,85,90,150,165,-79.7067115046419,43.2194989241242
0.0943,"DA",123,"0","35250310","35250310","3525005",391,"5370085.02",125,"3525","35537","35250310",0.0943,190,200,390,180,100,100,215,240,185,235,185,210,180,110,100,215,185,-79.7038539581922,43.2202695123887
0.1023,"DA",208,"0","35250311","35250311","3525005",599,"5370085.02",213,"3525","35537","35250311",0.1023,295,300,600,240,100,100,230,325,275,325,275,230,240,155,190,230,240,-79.7035327963898,43.2221521952146
0.1427,"DA",123,"0","35250312","35250312","3525005",405,"5370085.02",127,"3525","35537","35250312",0.1427,195,210,405,185,100,100,195,235,215,230,215,195,180,135,125,195,180,-79.7086608889209,43.2221402349946
2.2083,"DA",313,"0","35250313","35250313","3525005",760,"5370085.03",332,"3525","35537","35250313",2.2083,390,370,760,330,100,100,310,350,375,355,370,305,330,200,185,310,330,-79.7072642349368,43.2304360765333
0.3139,"DA",1120,"0","35250315","35250315","3525005",2001,"5370084.04",1196,"3525","35537","35250315",0.3139,1120,880,2000,920,100,100,770,840,990,840,995,770,920,510,550,775,920,-79.7217882373645,43.2399530331343
1.9661,"DA",306,"0","35250316","35250316","3525005",707,"5370084.04",307,"3525","35537","35250316",1.9661,375,335,710,335,100,100,235,300,365,305,365,235,335,170,245,235,335,-79.7275710007995,43.2350071830052
0.1849,"DA",156,"0","35250317","35250317","3525005",419,"5370084.04",157,"3525","35537","35250317",0.1849,215,205,415,170,100,100,145,175,220,170,215,145,170,110,115,150,175,-79.7324587428215,43.2429842269737
4.6202,"DA",47,"0","35250318","35250318","3525005",118,"5370072.01",48,"3525","35537","35250318",4.6202,55,60,115,60,NA,NA,60,60,65,60,65,60,60,40,35,60,60,-79.7553397352925,43.2442591971932
0.0394,"DA",193,"0","35250319","35250319","3525005",443,"5370072.04",196,"3525","35537","35250319",0.0394,220,225,445,125,100,100,145,175,145,175,150,145,125,105,95,145,125,-79.7450159317273,43.2327388604888
0.1004,"DA",182,"0","35250320","35250320","3525005",482,"5370072.04",184,"3525","35537","35250320",0.1004,235,250,485,215,100,100,210,270,240,270,240,215,215,140,150,210,210,-79.7475428420796,43.2318011090341
0.2274,"DA",140,"0","35250321","35250321","3525005",317,"5370070.00",148,"3525","35537","35250321",0.2274,155,165,315,110,100,100,130,145,130,145,130,130,110,105,70,130,115,-79.7727953222788,43.2469039872387
0.1547,"DA",174,"0","35250322","35250322","3525005",436,"5370071.00",177,"3525","35537","35250322",0.1547,205,230,440,190,100,100,205,240,225,245,225,205,190,160,150,205,190,-79.7743145828893,43.2438685723354
0.1429,"DA",224,"0","35250323","35250323","3525005",540,"5370071.00",234,"3525","35537","35250323",0.1429,275,260,540,255,100,100,230,255,280,255,275,230,255,160,195,230,255,-79.7770067685318,43.2416894584628
0.3997,"DA",268,"0","35250324","35250324","3525005",788,"5370071.00",296,"3525","35537","35250324",0.3997,445,345,790,305,100,100,215,345,430,340,425,210,305,105,175,215,310,-79.7797428668289,43.2373809480111
0.0993,"DA",123,"0","35250326","35250326","3525005",309,"5370071.00",130,"3525","35537","35250326",0.0993,155,155,310,145,100,100,130,175,185,170,180,130,140,80,100,130,145,-79.7849877193895,43.2405116650672
0.1235,"DA",230,"0","35250327","35250327","3525005",667,"5370071.00",241,"3525","35537","35250327",0.1235,355,310,665,275,100,100,200,275,335,280,330,200,270,130,175,195,275,-79.7867389309737,43.2396089995351
0.0858,"DA",162,"0","35250328","35250328","3525005",399,"5370071.00",167,"3525","35537","35250328",0.0858,215,180,400,165,100,100,160,185,185,180,185,160,165,120,115,160,165,-79.7886006793365,43.2382686526072
0.1056,"DA",199,"0","35250329","35250329","3525005",486,"5370071.00",207,"3525","35537","35250329",0.1056,245,245,485,230,100,100,210,235,265,235,260,210,230,130,160,210,230,-79.7905697748491,43.2355047700069
0.0999,"DA",143,"0","35250330","35250330","3525005",345,"5370071.00",163,"3525","35537","35250330",0.0999,190,160,345,200,100,100,115,135,235,130,240,110,200,70,130,115,200,-79.7874712036605,43.2354330972199
0.1156,"DA",155,"0","35250331","35250331","3525005",415,"5370071.00",162,"3525","35537","35250331",0.1156,195,220,415,160,100,100,190,250,210,250,210,190,160,145,120,190,160,-79.7841813296698,43.2363056385827
0.1459,"DA",217,"0","35250332","35250332","3525005",532,"5370027.00",226,"3525","35537","35250332",0.1459,270,265,535,220,100,100,255,280,275,280,270,255,220,190,180,250,215,-79.7913868118367,43.2322933818173
0.2144,"DA",256,"0","35250333","35250333","3525005",605,"5370028.00",260,"3525","35537","35250333",0.2144,310,300,605,265,100,100,265,305,300,310,295,260,270,195,190,265,265,-79.7959868845741,43.2324681405431
0.3974,"DA",261,"0","35250334","35250334","3525005",538,"5370027.00",270,"3525","35537","35250334",0.3974,270,275,540,215,100,100,215,230,255,230,250,215,220,155,165,215,215,-79.7910292012663,43.2290312913153
0.1311,"DA",189,"0","35250335","35250335","3525005",433,"5370028.00",192,"3525","35537","35250335",0.1311,205,230,430,175,100,100,185,210,195,205,195,180,175,115,100,185,170,-79.7978044108761,43.228131735989
0.1448,"DA",201,"0","35250336","35250336","3525005",487,"5370028.00",205,"3525","35537","35250336",0.1448,255,235,490,230,100,100,200,205,260,205,260,200,230,120,155,200,230,-79.8011361738726,43.2271235636658
0.1229,"DA",409,"0","35250337","35250337","3525005",865,"5370028.00",424,"3525","35537","35250337",0.1229,440,420,865,425,100,100,370,440,465,435,460,370,425,260,305,370,425,-79.8008292550229,43.2308128713663
0.0613,"DA",412,"0","35250338","35250338","3525005",874,"5370029.00",419,"3525","35537","35250338",0.0613,460,410,875,360,100,100,350,465,480,465,480,350,365,225,235,350,360,-79.8044940919154,43.2303693051012
0.1889,"DA",234,"0","35250339","35250339","3525005",546,"5370029.00",236,"3525","35537","35250339",0.1889,275,265,550,265,100,100,205,255,285,255,285,205,265,125,165,205,260,-79.8053141315244,43.2324644026339
0.0812,"DA",116,"0","35250340","35250340","3525005",260,"5370029.00",119,"3525","35537","35250340",0.0812,125,135,260,95,100,100,125,140,110,140,110,125,95,85,60,125,100,-79.8060543615737,43.2285785779429
0.172,"DA",365,"0","35250341","35250341","3525005",685,"5370029.00",382,"3525","35537","35250341",0.172,335,355,685,295,100,100,290,310,330,310,330,290,295,215,185,295,295,-79.8107481646596,43.2316705981056
0.1212,"DA",186,"0","35250342","35250342","3525005",515,"5370025.00",188,"3525","35537","35250342",0.1212,275,240,515,235,100,100,210,295,320,290,315,210,240,150,190,210,235,-79.8115764572802,43.2285924487743
1.5774,"DA",198,"0","35250343","35250343","3525005",531,"5370025.00",202,"3525","35537","35250343",1.5774,255,270,530,250,100,100,245,325,320,325,320,245,245,165,165,245,250,-79.8097726433049,43.2180005548561
0.1797,"DA",211,"0","35250344","35250344","3525005",497,"5370025.00",214,"3525","35537","35250344",0.1797,240,255,495,215,100,100,215,265,255,265,255,210,215,140,145,215,215,-79.8075486611155,43.2259660184422
0.1197,"DA",161,"0","35250345","35250345","3525005",372,"5370025.00",165,"3525","35537","35250345",0.1197,180,190,370,170,100,100,180,210,190,205,190,185,165,120,105,180,170,-79.8117394542746,43.2228930398777
0.1297,"DA",184,"0","35250346","35250346","3525005",453,"5370025.00",189,"3525","35537","35250346",0.1297,230,230,450,210,100,100,215,280,250,285,250,215,210,160,155,215,210,-79.8080000134682,43.2220950750889
0.1285,"DA",189,"0","35250347","35250347","3525005",486,"5370025.00",190,"3525","35537","35250347",0.1285,235,250,485,200,100,100,200,235,245,235,245,200,200,140,125,205,200,-79.8041315099407,43.2240466924538
0.2484,"DA",187,"0","35250348","35250348","3525005",562,"5370024.00",187,"3525","35537","35250348",0.2484,270,290,565,240,100,100,255,310,260,310,260,250,240,150,140,250,240,-79.8180878078858,43.2271920494287
0.1189,"DA",172,"0","35250349","35250349","3525005",473,"5370024.00",176,"3525","35537","35250349",0.1189,255,220,470,200,100,100,175,230,250,225,250,175,200,130,140,175,200,-79.8199562686738,43.2248130541836
0.1047,"DA",325,"0","35250350","35250350","3525005",614,"5370006.00",342,"3525","35537","35250350",0.1047,305,310,615,270,100,100,320,345,300,350,300,320,270,195,180,320,275,-79.8218600732507,43.2226012127973
0.0393,"DA",220,"0","35250351","35250351","3525005",363,"5370024.00",224,"3525","35537","35250351",0.0393,200,160,365,190,100,100,140,160,195,160,195,140,190,75,85,140,190,-79.8237946244917,43.2251259506425
0.1783,"DA",272,"0","35250352","35250352","3525005",626,"5370006.00",277,"3525","35537","35250352",0.1783,320,305,625,245,100,100,210,270,280,270,280,210,245,130,175,205,250,-79.826956665098,43.2231944830896
0.0731,"DA",288,"0","35250353","35250353","3525005",565,"5370024.00",292,"3525","35537","35250353",0.0731,315,255,565,290,100,100,240,275,305,270,305,240,285,125,175,240,290,-79.8272131539155,43.2260864625229
0.3227,"DA",216,"0","35250354","35250354","3525005",604,"5370024.00",220,"3525","35537","35250354",0.3227,315,290,605,240,100,100,240,280,280,285,280,240,240,150,135,235,240,-79.8244102297741,43.229028197926
0.2463,"DA",256,"0","35250355","35250355","3525005",664,"5370023.00",259,"3525","35537","35250355",0.2463,320,340,660,250,100,100,265,330,290,330,295,265,250,170,165,265,255,-79.8314116616453,43.2284526199452
0.2905,"DA",238,"0","35250356","35250356","3525005",611,"5370023.00",245,"3525","35537","35250356",0.2905,305,310,610,275,100,100,275,315,295,315,300,275,275,170,170,275,275,-79.8308429527154,43.2336906245012
0.1249,"DA",203,"0","35250357","35250357","3525005",478,"5370023.00",208,"3525","35537","35250357",0.1249,240,240,480,195,100,100,245,280,210,280,210,245,195,170,135,250,195,-79.8342869264434,43.2330471297719
0.1692,"DA",251,"0","35250358","35250358","3525005",599,"5370023.00",260,"3525","35537","35250358",0.1692,295,300,600,260,100,100,250,285,320,285,315,250,260,130,195,250,255,-79.8361600742262,43.2297208541756
0.1182,"DA",200,"0","35250359","35250359","3525005",459,"5370022.00",203,"3525","35537","35250359",0.1182,235,225,460,240,100,100,200,250,325,245,320,205,240,125,150,200,240,-79.8397069307779,43.2302420850686
0.15,"DA",204,"0","35250360","35250360","3525005",470,"5370022.00",209,"3525","35537","35250360",0.15,230,235,470,225,100,100,200,250,260,250,255,200,225,155,165,200,225,-79.8393447537988,43.23329199094
0.1274,"DA",215,"0","35250361","35250361","3525005",493,"5370022.00",220,"3525","35537","35250361",0.1274,260,235,490,210,100,100,175,200,235,200,240,175,210,125,140,175,210,-79.8444019072435,43.2331026530795
0.1113,"DA",217,"0","35250362","35250362","3525005",464,"5370022.00",224,"3525","35537","35250362",0.1113,245,215,465,220,100,100,180,215,220,210,220,180,220,145,130,185,220,-79.842684090069,43.2352577647083
0.0719,"DA",211,"0","35250363","35250363","3525005",449,"5370022.00",220,"3525","35537","35250363",0.0719,235,210,445,205,100,100,180,235,235,235,235,180,205,145,145,180,205,-79.8402676574979,43.2369773322963
0.0246,"DA",371,"0","35250364","35250364","3525005",610,"5370022.00",380,"3525","35537","35250364",0.0246,305,305,610,350,100,100,285,330,390,325,390,285,350,190,240,285,350,-79.8399304715218,43.2385389328608
0.1347,"DA",342,"0","35250365","35250365","3525005",604,"5370022.00",352,"3525","35537","35250365",0.1347,320,285,605,255,100,100,240,275,310,270,305,240,255,165,160,240,260,-79.8379646988783,43.2376695451738
0.0697,"DA",396,"0","35250366","35250366","3525005",719,"5370022.00",415,"3525","35537","35250366",0.0697,365,360,720,295,100,100,275,320,305,320,300,275,295,195,190,270,295,-79.8431518785959,43.2380875311272
0.1533,"DA",221,"0","35250367","35250367","3525005",533,"5370021.00",238,"3525","35537","35250367",0.1533,275,260,530,195,100,100,215,250,245,245,245,215,200,165,140,215,195,-79.8468796113987,43.237015629825
0.0848,"DA",258,"0","35250368","35250368","3525005",513,"5370021.00",268,"3525","35537","35250368",0.0848,265,250,510,255,100,100,200,235,285,240,285,200,255,150,170,200,255,-79.8496593513816,43.239049789989
0.1083,"DA",204,"0","35250369","35250369","3525005",474,"5370021.00",209,"3525","35537","35250369",0.1083,250,225,470,185,100,100,170,200,215,205,220,165,180,115,140,170,185,-79.8512829481273,43.2367533711138
0.0815,"DA",190,"0","35250370","35250370","3525005",408,"5370021.00",203,"3525","35537","35250370",0.0815,215,190,405,200,100,100,185,215,210,215,205,185,200,145,145,185,195,-79.85303720153,43.239849596183
0.119,"DA",211,"0","35250371","35250371","3525005",553,"5370021.00",218,"3525","35537","35250371",0.119,265,290,550,240,100,100,250,300,300,300,305,250,240,155,160,250,240,-79.8548810015531,43.2362357870208
0.1548,"DA",222,"0","35250372","35250372","3525005",559,"5370020.00",224,"3525","35537","35250372",0.1548,280,280,560,225,100,100,320,360,265,355,265,320,225,205,160,320,225,-79.8576048000886,43.2396753144048
0.1229,"DA",191,"0","35250373","35250373","3525005",459,"5370020.00",197,"3525","35537","35250373",0.1229,225,235,460,170,100,100,180,215,210,215,205,180,170,135,115,180,170,-79.8579012519866,43.2356808301405
0.1669,"DA",197,"0","35250374","35250374","3525005",489,"5370020.00",200,"3525","35537","35250374",0.1669,255,235,490,260,100,100,190,220,300,225,300,190,255,145,170,195,260,-79.8614048755675,43.2360197865112
0.1137,"DA",221,"0","35250375","35250375","3525005",538,"5370020.00",224,"3525","35537","35250375",0.1137,285,250,540,280,100,100,240,285,330,285,330,240,280,190,190,235,280,-79.8651631719416,43.2359158899593
0.1262,"DA",189,"0","35250376","35250376","3525005",449,"5370020.00",193,"3525","35537","35250376",0.1262,240,205,450,205,100,100,160,200,235,200,235,160,200,120,135,155,205,-79.8640648232178,43.2388119780874
0.1613,"DA",242,"0","35250377","35250377","3525005",606,"5370019.00",248,"3525","35537","35250377",0.1613,290,320,605,230,100,100,235,275,260,270,260,235,230,180,135,235,230,-79.8683865920054,43.2383137649723
0.1058,"DA",206,"0","35250378","35250378","3525005",469,"5370020.00",210,"3525","35537","35250378",0.1058,225,245,470,190,100,100,225,270,225,270,225,225,190,160,140,230,190,-79.8632416079579,43.2414108993215
0.0846,"DA",166,"0","35250379","35250379","3525005",364,"5370019.00",175,"3525","35537","35250379",0.0846,200,165,365,180,100,100,135,155,185,155,185,135,180,80,105,140,175,-79.866501778469,43.242814582039
0.2148,"DA",174,"0","35250380","35250380","3525005",450,"5370019.00",179,"3525","35537","35250380",0.2148,230,220,450,195,100,100,205,250,210,250,210,205,195,120,135,210,195,-79.8700728219756,43.2440486675316
0.1509,"DA",190,"0","35250381","35250381","3525005",484,"5370019.00",195,"3525","35537","35250381",0.1509,235,250,485,235,100,100,230,305,275,300,275,230,235,145,145,230,235,-79.8725536702343,43.2414916530586
0.1632,"DA",199,"0","35250382","35250382","3525005",515,"5370019.00",212,"3525","35537","35250382",0.1632,270,245,515,245,100,100,205,260,265,255,270,205,245,165,155,205,245,-79.8722029434451,43.2387767121862
0.0717,"DA",337,"0","35250383","35250383","3525005",664,"5370019.00",358,"3525","35537","35250383",0.0717,340,325,665,300,100,100,290,350,380,350,380,290,300,230,230,290,300,-79.8754569958811,43.2380748197613
0.1801,"DA",166,"0","35250384","35250384","3525005",466,"5370019.00",180,"3525","35537","35250384",0.1801,200,260,465,170,100,100,195,225,200,230,195,195,175,125,105,195,170,-79.8792692656592,43.2400383888377
0.171,"DA",205,"0","35250385","35250385","3525005",504,"5370019.00",212,"3525","35537","35250385",0.171,255,250,505,275,100,100,230,270,300,270,305,230,275,165,175,225,275,-79.8778614740264,43.2433268968318
0.2897,"DA",158,"0","35250387","35250387","3525005",450,"5370017.00",166,"3525","35537","35250387",0.2897,240,210,450,215,100,100,175,185,235,185,235,175,215,105,115,175,215,-79.8818200937661,43.2461879785902
0.1061,"DA",197,"0","35250388","35250388","3525005",524,"5370017.00",203,"3525","35537","35250388",0.1061,270,255,525,210,100,100,175,220,250,220,250,175,210,110,120,175,210,-79.8860835796865,43.2477867406277
0.0806,"DA",160,"0","35250389","35250389","3525005",392,"5370040.00",174,"3525","35537","35250389",0.0806,200,195,390,180,100,100,170,225,200,220,195,175,180,110,120,175,180,-79.886072711855,43.251276676081
0.0821,"DA",258,"0","35250390","35250390","3525005",506,"5370040.00",275,"3525","35537","35250390",0.0821,260,250,510,245,100,100,215,260,280,260,280,215,245,160,180,215,250,-79.8836098231229,43.2507254803415
0.0685,"DA",301,"0","35250391","35250391","3525005",527,"5370039.00",316,"3525","35537","35250391",0.0685,290,235,530,275,100,100,190,200,295,200,290,190,275,165,220,190,270,-79.8803546539949,43.251105281709
0.0883,"DA",247,"0","35250392","35250392","3525005",494,"5370039.00",267,"3525","35537","35250392",0.0883,240,255,495,200,100,100,200,220,235,220,230,200,205,155,130,200,200,-79.8799250970793,43.249099635226
0.0377,"DA",280,"0","35250393","35250393","3525005",461,"5370039.00",295,"3525","35537","35250393",0.0377,240,220,460,240,100,100,195,205,255,205,250,195,240,145,200,195,245,-79.8777966870128,43.2511762553846
0.0182,"DA",459,"0","35250394","35250394","3525005",856,"5370039.00",479,"3525","35537","35250394",0.0182,380,475,855,320,100,100,440,460,345,460,345,440,320,330,230,440,325,-79.8771911265139,43.2525848241926
0.0206,"DA",449,"0","35250395","35250395","3525005",736,"5370039.00",482,"3525","35537","35250395",0.0206,380,360,735,375,100,100,365,410,420,410,420,365,375,240,225,365,375,-79.8767649732529,43.2535571277833
0.0175,"DA",330,"0","35250396","35250396","3525005",613,"5370039.00",351,"3525","35537","35250396",0.0175,310,300,610,260,100,100,255,280,290,280,290,250,260,155,175,250,260,-79.8763559882457,43.2545262348773
0.0146,"DA",348,"0","35250397","35250397","3525005",590,"5370039.00",369,"3525","35537","35250397",0.0146,280,305,590,255,100,100,240,300,300,300,300,240,255,205,225,240,260,-79.8781821229472,43.2549556796248
0.0077,"DA",231,"0","35250398","35250398","3525005",277,"5370037.00",286,"3525","35537","35250398",0.0077,95,175,275,80,NA,NA,150,145,80,150,80,150,80,110,70,145,85,-79.8781264603677,43.2557596723933
0.0483,"DA",688,"0","35250399","35250399","3525005",788,"5370037.00",795,"3525","35537","35250399",0.0483,320,470,790,305,100,100,445,440,310,445,310,445,305,230,130,440,305,-79.8771028320255,43.2572801248837
0.0474,"DA",439,"0","35250400","35250400","3525005",695,"5370037.00",461,"3525","35537","35250400",0.0474,335,360,695,305,100,100,335,345,325,345,330,335,305,265,205,335,305,-79.878751507491,43.2574780825909
0.0246,"DA",443,"0","35250401","35250401","3525005",781,"5370039.00",469,"3525","35537","35250401",0.0246,390,395,785,340,100,100,360,410,400,410,400,360,345,265,235,365,345,-79.8798947569986,43.2547840825469
0.0562,"DA",266,"0","35250402","35250402","3525005",475,"5370039.00",281,"3525","35537","35250402",0.0562,260,215,475,240,100,100,210,230,275,230,275,205,240,140,160,205,235,-79.8795878962272,43.2532612509014
0.1097,"DA",394,"0","35250403","35250403","3525005",668,"5370040.00",421,"3525","35537","35250403",0.1097,345,325,670,280,100,100,285,320,335,315,340,285,280,225,175,285,280,-79.8827043594118,43.2540702713596
0.068,"DA",213,"0","35250404","35250404","3525005",440,"5370040.00",218,"3525","35537","35250404",0.068,225,215,440,200,100,100,145,200,260,205,260,150,205,120,155,145,205,-79.8845361397414,43.2552847632808
0.0862,"DA",290,"0","35250405","35250405","3525005",524,"5370041.00",315,"3525","35537","35250405",0.0862,280,240,525,235,100,100,175,205,260,200,260,175,230,130,170,180,230,-79.8821299323322,43.2572590988257
0.0899,"DA",394,"0","35250406","35250406","3525005",704,"5370041.00",440,"3525","35537","35250406",0.0899,340,365,705,315,100,100,310,350,330,350,330,310,315,255,215,310,310,-79.881526803563,43.2591688913197
0.0795,"DA",293,"0","35250407","35250407","3525005",618,"5370041.00",306,"3525","35537","35250407",0.0795,330,285,620,215,100,100,265,275,225,270,230,265,215,205,175,265,215,-79.8856209556133,43.2602509691071
0.1541,"DA",247,"0","35250408","35250408","3525005",481,"5370041.00",302,"3525","35537","35250408",0.1541,235,245,480,170,100,100,215,225,195,225,195,210,170,115,115,210,170,-79.8879578419002,43.2597399716363
0.0843,"DA",272,"0","35250409","35250409","3525005",473,"5370047.00",308,"3525","35537","35250409",0.0843,210,260,475,170,100,100,250,280,190,280,190,250,170,165,110,250,170,-79.8859268172617,43.2634063994952
0.7597,"DA",223,"0","35250410","35250410","3525005",417,"5370047.00",236,"3525","35537","35250410",0.7597,210,205,420,225,100,100,165,195,255,190,250,165,225,110,150,165,220,-79.8901689499617,43.2698669526806
0.1062,"DA",221,"0","35250411","35250411","3525005",486,"5370047.00",228,"3525","35537","35250411",0.1062,245,240,485,240,100,100,230,260,275,260,275,230,240,165,165,235,240,-79.8857682768442,43.2664247268513
0.0446,"DA",380,"0","35250412","35250412","3525005",526,"5370047.00",394,"3525","35537","35250412",0.0446,315,210,525,305,100,100,200,225,335,220,340,200,305,90,105,205,305,-79.8820797115657,43.2649456401403
0.0751,"DA",238,"0","35250413","35250413","3525005",545,"5370065.00",247,"3525","35537","35250413",0.0751,280,265,545,340,100,100,310,350,380,350,380,310,340,190,250,305,340,-79.8788567620132,43.2655924748905
0.1859,"DA",221,"0","35250416","35250416","3525005",526,"5370064.00",234,"3525","35537","35250416",0.1859,260,265,525,235,100,100,205,260,270,260,270,205,235,155,190,205,235,-79.8739219366529,43.2641407678743
0.0476,"DA",289,"0","35250417","35250417","3525005",640,"5370048.00",307,"3525","35537","35250417",0.0476,335,305,640,210,100,100,215,230,255,235,255,215,210,175,160,220,205,-79.8773203776826,43.2608227186435
0.0143,"DA",333,"0","35250418","35250418","3525005",584,"5370048.00",354,"3525","35537","35250418",0.0143,275,310,585,275,100,100,275,280,285,280,280,270,275,200,180,275,275,-79.8759121258872,43.2600518392716
0.3086,"DA",347,"0","35250419","35250419","3525005",706,"5370048.00",404,"3525","35537","35250419",0.3086,360,350,705,190,100,100,230,245,210,240,210,230,190,180,125,230,190,-79.8720936066788,43.2597357609636
0.2126,"DA",881,"0","35250420","35250420","3525005",1423,"5370037.00",1070,"3525","35537","35250420",0.2126,710,715,1425,595,100,100,635,690,645,690,640,635,595,465,425,635,600,-79.8731223792215,43.2560335660217
0.0357,"DA",388,"0","35250421","35250421","3525005",655,"5370038.00",439,"3525","35537","35250421",0.0357,350,305,655,245,100,100,260,305,260,310,260,260,245,170,155,260,245,-79.8745895023639,43.2536097146418
0.0427,"DA",545,"0","35250422","35250422","3525005",698,"5370038.00",604,"3525","35537","35250422",0.0427,320,380,700,265,100,100,380,405,270,400,270,380,265,190,135,380,270,-79.872458942528,43.2532071752095
0.0298,"DA",418,"0","35250423","35250423","3525005",705,"5370038.00",462,"3525","35537","35250423",0.0298,355,355,705,260,100,100,280,310,285,310,285,280,260,200,170,280,255,-79.8745864472732,43.2519757017636
0.0426,"DA",425,"0","35250424","35250424","3525005",609,"5370038.00",470,"3525","35537","35250424",0.0426,320,285,610,335,100,100,255,270,345,270,345,255,335,150,170,255,335,-79.8722254512438,43.2513860482268
0.0603,"DA",623,"0","35250425","35250425","3525005",993,"5370038.00",686,"3525","35537","35250425",0.0603,495,500,990,440,100,100,425,450,480,450,480,425,440,290,300,425,440,-79.8751989866586,43.2505685353607
0.1217,"DA",256,"0","35250426","35250426","3525005",512,"5370038.00",270,"3525","35537","35250426",0.1217,260,250,510,185,100,100,180,185,190,185,185,185,185,110,135,180,185,-79.8751470115744,43.2484209818403
0.1102,"DA",216,"0","35250427","35250427","3525005",368,"5370034.00",224,"3525","35537","35250427",0.1102,175,190,370,205,100,100,195,200,205,205,210,190,205,145,150,190,200,-79.8710319099038,43.2480163941188
0.0154,"DA",332,"0","35250428","35250428","3525005",635,"5370034.00",348,"3525","35537","35250428",0.0154,320,315,635,260,100,100,315,385,345,380,340,310,260,235,150,310,260,-79.8678814228816,43.249098510703
0.0278,"DA",193,"0","35250429","35250429","3525005",384,"5370034.00",198,"3525","35537","35250429",0.0278,180,210,390,195,100,100,165,190,215,190,215,170,190,125,130,165,195,-79.8671837253726,43.24984345282
0.0819,"DA",272,"0","35250430","35250430","3525005",447,"5370034.00",307,"3525","35537","35250430",0.0819,225,220,450,200,100,100,190,200,210,195,205,190,200,140,150,190,200,-79.8662084390782,43.2510428119282
0.0596,"DA",313,"0","35250431","35250431","3525005",525,"5370036.00",326,"3525","35537","35250431",0.0596,260,270,525,250,100,100,260,310,290,310,290,255,250,205,195,260,255,-79.8644425359401,43.2519965028309
0.09,"DA",778,"0","35250434","35250434","3525005",1473,"5370034.00",871,"3525","35537","35250434",0.09,750,730,1475,670,100,100,635,740,770,740,770,630,670,450,475,635,670,-79.8699233318634,43.2514687648363
0.0553,"DA",270,"0","35250435","35250435","3525005",479,"5370036.00",297,"3525","35537","35250435",0.0553,260,215,475,225,100,100,190,230,240,235,240,190,230,150,175,190,225,-79.8611614885461,43.2523866191405
