"Shape Area","Type","Households","Quality Flags","name","GeoUID","CSD_UID","Population","CT_UID","Dwellings","CD_UID","CMA_UID","Region Name","Area (sq km)","v_CA21_10: Total - Age","v_CA21_9: Total - Age","v_CA21_8: Total - Age","v_CA21_601: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_646: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_645: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_600: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_4873: Total - Visible minority for the population in private households","v_CA21_4874: Total - Visible minority for the population in private households","v_CA21_4918: Total - Ethnic or cultural origin for the population in private households","v_CA21_4919: Total - Ethnic or cultural origin for the population in private households","v_CA21_5800: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5801: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5809: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5810: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5818: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","v_CA21_5819: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","Longitude","Latitude"
0.2947,"DA",185,"0","35250791","35250791","3525005",429,"5370030.00",186,"3525","35537","35250791",0.2947,225,205,425,190,100,100,180,190,225,190,220,180,190,125,130,185,190,-79.8196380204596,43.2323967333813
0.0823,"DA",239,"0","35250792","35250792","3525005",586,"5370030.00",253,"3525","35537","35250792",0.0823,300,290,585,220,100,100,195,230,260,235,260,195,220,155,175,200,220,-79.8195709686846,43.2363945599783
0.3584,"DA",195,"0","35250793","35250793","3525005",473,"5370031.00",207,"3525","35537","35250793",0.3584,250,220,475,225,100,100,160,195,285,195,285,165,225,115,160,160,230,-79.8270394094783,43.2358231548691
0.0767,"DA",169,"0","35250798","35250798","3525005",365,"5370061.00",191,"3525","35537","35250798",0.0767,170,190,365,110,100,100,170,205,150,205,150,165,110,115,105,170,110,-79.8375003212957,43.2580066514111
0.0612,"DA",201,"0","35250799","35250799","3525005",519,"5370061.00",221,"3525","35537","35250799",0.0612,250,270,520,205,100,100,220,280,235,275,240,220,205,175,150,215,205,-79.8395585113612,43.2555799945197
0.0578,"DA",198,"0","35250800","35250800","3525005",507,"5370061.00",223,"3525","35537","35250800",0.0578,245,265,505,220,100,100,230,270,265,275,270,225,225,155,150,230,220,-79.837728563975,43.2550916773734
0.1009,"DA",428,"0","35250801","35250801","3525005",807,"5370047.00",452,"3525","35537","35250801",0.1009,455,350,810,390,100,100,315,375,460,375,455,315,385,195,225,315,390,-79.8794869182979,43.2614410527494
0.1377,"DA",197,"0","35250802","35250802","3525005",422,"5370047.00",218,"3525","35537","35250802",0.1377,225,200,425,195,100,100,170,190,220,190,215,170,195,120,125,170,195,-79.8824253896611,43.2626910584193
2.0852,"DA",180,"0","35250803","35250803","3525005",404,"5370085.03",193,"3525","35537","35250803",2.0852,195,210,405,150,100,100,205,215,165,210,165,205,150,115,75,210,155,-79.6882242921559,43.2253079362091
1.8964,"DA",477,"0","35250805","35250805","3525005",1446,"5370086.01",492,"3525","35537","35250805",1.8964,740,700,1445,620,100,100,525,735,805,730,805,525,620,330,440,525,620,-79.6738279380704,43.2184137848387
1.5425,"DA",125,"0","35250806","35250806","3525005",407,"5370086.01",129,"3525","35537","35250806",1.5425,190,220,405,170,100,100,175,220,205,220,205,170,175,110,105,175,170,-79.6629615215132,43.2164035045673
1.0857,"DA",365,"0","35250807","35250807","3525005",1118,"5370086.01",375,"3525","35537","35250807",1.0857,565,555,1115,455,100,100,455,550,560,550,560,455,455,300,325,455,455,-79.6539365333563,43.2144686299699
3.3181,"DA",313,"0","35250810","35250810","3525005",868,"5370086.01",321,"3525","35537","35250810",3.3181,430,440,865,370,100,100,355,385,405,390,405,350,370,210,200,355,370,-79.6511051032866,43.2033031313983
12.5034,"DA",160,"0","35250812","35250812","3525005",452,"5370100.06",160,"3525","35537","35250812",12.5034,220,235,450,180,100,100,170,185,210,185,210,165,180,95,95,170,180,-79.7637466209458,43.1223713885005
12.3303,"DA",175,"0","35250813","35250813","3525005",534,"5370100.06",177,"3525","35537","35250813",12.3303,275,260,535,200,100,100,215,260,260,260,255,215,200,150,135,215,195,-79.7393619569565,43.1170043580361
22.17,"DA",168,"0","35250814","35250814","3525005",484,"5370100.06",179,"3525","35537","35250814",22.17,235,255,485,220,100,100,200,255,235,255,240,195,220,110,120,200,220,-79.7783129643042,43.0772932207706
15.7537,"DA",575,"0","35250815","35250815","3525005",1484,"5370100.06",586,"3525","35537","35250815",15.7537,755,730,1480,620,100,100,570,705,740,705,745,570,620,340,320,570,625,-79.8207522234011,43.0985440774885
0.423,"DA",344,"0","35250826","35250826","3525005",871,"5370133.02",354,"3525","35537","35250826",0.423,450,420,870,365,100,100,330,410,450,405,450,330,365,225,210,325,365,-79.9626323879753,43.2717795544747
0.1011,"DA",139,"0","35250827","35250827","3525005",315,"5370133.02",142,"3525","35537","35250827",0.1011,155,165,315,125,100,100,140,165,145,170,145,140,130,75,80,140,125,-79.9662761776568,43.2699162538159
0.1157,"DA",133,"0","35250828","35250828","3525005",328,"5370133.02",140,"3525","35537","35250828",0.1157,170,155,330,145,100,100,125,145,145,150,150,125,145,50,55,125,145,-79.9602105227315,43.269359158172
0.1515,"DA",191,"0","35250829","35250829","3525005",391,"5370133.02",199,"3525","35537","35250829",0.1515,210,185,390,195,100,100,170,190,210,190,210,170,195,90,125,165,195,-79.9635521797416,43.2675917835255
0.1857,"DA",251,"0","35250830","35250830","3525005",530,"5370133.02",262,"3525","35537","35250830",0.1857,270,260,530,210,100,100,235,255,220,255,225,235,210,155,130,235,205,-79.9614147340552,43.2652445287554
0.3128,"DA",627,"0","35250831","35250831","3525005",1633,"5370133.02",642,"3525","35537","35250831",0.3128,1005,625,1630,585,100,100,370,410,635,405,635,370,590,155,180,365,585,-79.9606532965572,43.2629574934681
0.1083,"DA",297,"0","35250832","35250832","3525005",454,"5370130.03",311,"3525","35537","35250832",0.1083,270,180,455,265,100,100,200,195,265,200,265,195,265,65,80,200,265,-79.9560974143742,43.2610556822607
0.1889,"DA",145,"0","35250833","35250833","3525005",374,"5370130.03",147,"3525","35537","35250833",0.1889,190,180,375,155,100,100,160,200,185,200,180,160,155,105,100,160,155,-79.9629867867166,43.260158199584
0.1162,"DA",155,"0","35250834","35250834","3525005",422,"5370133.02",155,"3525","35537","35250834",0.1162,220,200,420,200,100,100,185,215,230,215,225,185,200,95,130,185,200,-79.9694208226568,43.2639932080613
0.2802,"DA",195,"0","35250835","35250835","3525005",465,"5370133.02",195,"3525","35537","35250835",0.2802,245,220,465,220,100,100,155,200,275,205,270,155,220,120,130,155,220,-79.9700425815674,43.2665479948064
0.1125,"DA",178,"0","35250836","35250836","3525005",419,"5370133.02",188,"3525","35537","35250836",0.1125,220,200,420,225,100,100,160,175,250,175,250,165,225,90,135,160,225,-79.9697088862024,43.2703112839877
0.2621,"DA",361,"0","35250843","35250843","3525005",1122,"5370002.04",369,"3525","35537","35250843",0.2621,595,525,1120,475,100,100,400,470,550,470,545,400,475,200,295,395,475,-79.9249484605305,43.2268115900878
0.5332,"DA",1050,"0","35250845","35250845","3525005",1964,"5370071.00",1128,"3525","35537","35250845",0.5332,925,1040,1965,740,100,100,910,1040,865,1040,860,905,740,640,490,910,740,-79.7835750093672,43.2442271728582
0.1036,"DA",653,"0","35250846","35250846","3525005",941,"5370072.02",681,"3525","35537","35250846",0.1036,575,365,940,545,100,100,345,355,560,360,555,345,545,120,170,345,540,-79.7762082494344,43.2316646083307
0.0623,"DA",325,"0","35250847","35250847","3525005",799,"5370063.00",440,"3525","35537","35250847",0.0623,365,435,795,290,100,100,355,440,355,440,350,355,290,270,225,355,290,-79.8649400936313,43.2610489947794
0.7392,"DA",507,"0","35250848","35250848","3525005",1241,"5370046.00",534,"3525","35537","35250848",0.7392,665,575,1240,485,100,100,460,515,560,515,555,460,480,285,310,460,485,-79.8967405812963,43.2691478183259
0.3171,"DA",414,"0","35250849","35250849","3525005",1195,"5370085.02",418,"3525","35537","35250849",0.3171,590,605,1195,445,100,100,455,600,565,600,565,455,445,295,300,460,445,-79.7138715590972,43.2227350533277
0.2297,"DA",501,"0","35250850","35250850","3525005",1079,"5370083.00",510,"3525","35537","35250850",0.2297,515,570,1080,475,100,100,455,555,550,555,550,455,475,340,310,455,475,-79.7528400600089,43.2186985112455
0.1123,"DA",869,"0","35250852","35250852","3525005",1924,"5370072.03",905,"3525","35537","35250852",0.1123,980,940,1925,775,100,100,770,925,905,925,905,770,770,495,525,765,775,-79.7571417020833,43.2290130789904
0.0325,"DA",479,"0","35250853","35250853","3525005",1426,"5370065.00",490,"3525","35537","35250853",0.0325,705,725,1425,585,100,100,650,850,780,845,775,650,585,375,415,655,580,-79.8773182056825,43.2646053155648
0.1974,"DA",788,"0","35250854","35250854","3525005",1669,"5370036.00",919,"3525","35537","35250854",0.1974,730,935,1670,515,100,100,640,695,530,690,535,640,510,445,365,645,510,-79.8661507949484,43.254303038083
0.2736,"DA",504,"0","35250855","35250855","3525005",1193,"5370043.00",558,"3525","35537","35250855",0.2736,585,610,1190,500,100,100,450,555,565,560,565,450,500,315,290,450,500,-79.9086581437827,43.2564196468777
0.2342,"DA",216,"0","35250857","35250857","3525005",581,"5370026.06",218,"3525","35537","35250857",0.2342,295,290,585,245,100,100,215,250,285,250,285,215,245,130,160,215,245,-79.781360643617,43.2188962987678
0.1207,"DA",187,"0","35250859","35250859","3525005",721,"5370002.07",188,"3525","35537","35250859",0.1207,395,330,720,275,100,100,285,300,305,305,305,285,275,170,180,285,275,-79.9144450492481,43.2091123719021
0.1178,"DA",135,"0","35250861","35250861","3525005",517,"5370001.05",135,"3525","35537","35250861",0.1178,265,250,515,210,100,100,230,260,265,265,260,230,210,155,145,230,210,-79.8866679424131,43.2121265553885
17.4096,"DA",193,"0","35250862","35250862","3525005",568,"5370144.01",199,"3525","35537","35250862",17.4096,285,285,565,245,100,100,210,255,315,255,315,205,240,130,160,210,245,-80.0244805792117,43.4428461254823
13.0458,"DA",222,"0","35250863","35250863","3525005",520,"5370144.01",242,"3525","35537","35250863",13.0458,275,245,520,245,100,100,180,205,265,200,265,180,245,110,130,180,245,-80.0489938378014,43.42444705363
0.7287,"DA",201,"0","35250864","35250864","3525005",508,"5370143.00",210,"3525","35537","35250864",0.7287,235,270,510,195,100,100,230,265,220,265,220,230,195,125,125,230,195,-80.0431805757454,43.4019045019165
12.3661,"DA",158,"0","35250865","35250865","3525005",501,"5370143.00",161,"3525","35537","35250865",12.3661,260,240,495,185,100,100,170,235,220,235,220,175,185,125,125,170,180,-80.0585863804804,43.3980978949559
6.5383,"DA",182,"0","35250866","35250866","3525005",553,"5370143.00",193,"3525","35537","35250866",6.5383,275,280,555,215,100,100,230,290,275,285,275,225,210,150,150,230,215,-80.0196871989033,43.3768589679746
4.6796,"DA",170,"0","35250867","35250867","3525005",546,"5370144.01",172,"3525","35537","35250867",4.6796,255,290,545,215,100,100,275,330,245,330,245,275,215,195,145,280,215,-80.0163822232394,43.4020312939569
4.8406,"DA",135,"0","35250868","35250868","3525005",394,"5370144.01",141,"3525","35537","35250868",4.8406,185,215,395,185,100,100,225,245,210,245,205,225,185,140,130,220,185,-80.0006179504469,43.3906834713506
0.5318,"DA",173,"0","35250869","35250869","3525005",510,"5370144.01",175,"3525","35537","35250869",0.5318,255,250,505,215,100,100,210,260,295,260,290,205,215,120,160,210,220,-79.9802366236,43.3985000475801
1.2503,"DA",265,"0","35250870","35250870","3525005",793,"5370144.01",269,"3525","35537","35250870",1.2503,395,400,790,355,100,100,380,485,435,485,435,380,355,210,205,385,355,-79.9719343760619,43.3979187570809
5.4646,"DA",194,"0","35250871","35250871","3525005",564,"5370144.01",197,"3525","35537","35250871",5.4646,270,295,565,220,100,100,230,300,260,300,260,230,220,150,165,225,220,-79.9583089312807,43.402632594198
8.8819,"DA",230,"0","35250872","35250872","3525005",748,"5370144.01",235,"3525","35537","35250872",8.8819,355,395,750,270,100,100,270,340,325,340,330,265,270,150,160,270,270,-79.98665238068,43.4160172137801
4.9486,"DA",221,"0","35250873","35250873","3525005",662,"5370144.01",225,"3525","35537","35250873",4.9486,325,335,665,275,100,100,295,335,320,340,325,290,275,200,180,295,280,-79.9852235457599,43.3796976164614
14.7588,"DA",242,"0","35250874","35250874","3525005",688,"5370144.02",251,"3525","35537","35250874",14.7588,340,345,690,265,100,100,275,305,305,310,305,275,265,155,175,275,270,-79.9564142090209,43.3720604947826
8.0269,"DA",239,"0","35250875","35250875","3525005",708,"5370144.02",245,"3525","35537","35250875",8.0269,335,375,705,270,100,100,310,375,310,375,305,310,270,180,190,310,275,-79.9316475537852,43.3514840239236
11.2529,"DA",146,"0","35250876","35250876","3525005",460,"5370144.02",149,"3525","35537","35250876",11.2529,225,230,455,175,100,100,170,200,220,200,225,175,175,115,90,170,175,-79.9161982985464,43.3702328788944
3.3879,"DA",172,"0","35250877","35250877","3525005",654,"5370140.07",176,"3525","35537","35250877",3.3879,350,305,650,225,100,100,195,250,250,250,255,190,225,130,140,195,225,-79.9038553465211,43.3491723972872
0.2477,"DA",166,"0","35250878","35250878","3525005",474,"5370140.07",168,"3525","35537","35250878",0.2477,240,230,475,180,100,100,175,210,225,210,225,175,185,110,130,170,180,-79.8976897012789,43.3384773739826
0.4376,"DA",267,"0","35250879","35250879","3525005",680,"5370140.07",272,"3525","35537","35250879",0.4376,345,335,680,245,100,100,250,305,295,310,295,250,245,170,140,250,245,-79.8929978426648,43.3410548257672
0.2064,"DA",224,"0","35250880","35250880","3525005",479,"5370140.07",231,"3525","35537","35250880",0.2064,260,220,480,240,100,100,190,250,295,245,295,195,240,105,160,195,240,-79.8945248751395,43.3333177809977
0.1747,"DA",287,"0","35250881","35250881","3525005",627,"5370140.07",294,"3525","35537","35250881",0.1747,350,275,625,260,100,100,235,260,295,260,295,230,260,145,150,235,265,-79.8999250121988,43.3358675204277
0.209,"DA",334,"0","35250882","35250882","3525005",866,"5370140.06",340,"3525","35537","35250882",0.209,460,405,865,400,100,100,315,380,495,380,495,315,400,205,250,310,400,-79.9024438728226,43.3315507660732
0.1532,"DA",198,"0","35250883","35250883","3525005",568,"5370140.06",199,"3525","35537","35250883",0.1532,295,275,565,230,100,100,225,285,300,290,300,225,230,180,190,230,230,-79.9050410967887,43.3347338705407
0.1368,"DA",176,"0","35250884","35250884","3525005",572,"5370140.06",177,"3525","35537","35250884",0.1368,295,280,570,225,100,100,225,300,285,295,280,225,230,160,155,225,225,-79.908689385822,43.3318655159708
0.1108,"DA",162,"0","35250885","35250885","3525005",559,"5370140.06",164,"3525","35537","35250885",0.1108,280,280,560,190,100,100,200,250,260,250,255,200,195,140,150,200,195,-79.9060970693067,43.3302183038883
0.1197,"DA",160,"0","35250886","35250886","3525005",507,"5370140.06",162,"3525","35537","35250886",0.1197,245,260,510,215,100,100,195,260,280,260,280,195,215,145,155,195,215,-79.9087994233433,43.3280394743489
0.1904,"DA",228,"0","35250887","35250887","3525005",695,"5370140.06",228,"3525","35537","35250887",0.1904,345,345,695,265,100,100,285,355,320,355,320,285,260,200,190,285,265,-79.9111237087979,43.325804348043
0.1967,"DA",165,"0","35250888","35250888","3525005",515,"5370140.04",167,"3525","35537","35250888",0.1967,270,245,515,220,100,100,185,245,290,250,290,185,215,120,135,185,220,-79.908075248595,43.3233965918073
0.5937,"DA",193,"0","35250889","35250889","3525005",579,"5370140.04",195,"3525","35537","35250889",0.5937,305,270,580,235,100,100,210,335,330,335,330,210,235,185,180,210,235,-79.9152235645087,43.3177897350714
0.7315,"DA",138,"0","35250890","35250890","3525005",418,"5370140.06",139,"3525","35537","35250890",0.7315,220,200,420,190,100,100,160,180,220,180,220,155,190,100,130,160,190,-79.9202128884071,43.3213041154841
11.8618,"DA",207,"0","35250893","35250893","3525005",626,"5370143.00",213,"3525","35537","35250893",11.8618,305,315,625,230,100,100,260,295,260,290,260,260,230,160,165,260,230,-79.9778531866286,43.3235407602328
9.2381,"DA",176,"0","35250894","35250894","3525005",525,"5370143.00",188,"3525","35537","35250894",9.2381,255,270,525,220,100,100,240,295,270,295,270,240,220,160,110,240,220,-79.9905249366475,43.339458443143
20.0357,"DA",211,"0","35250895","35250895","3525005",637,"5370143.00",215,"3525","35537","35250895",20.0357,310,325,640,300,100,100,275,335,325,340,325,275,300,160,170,275,300,-80.0318159300069,43.3558171417766
17.8074,"DA",161,"0","35250896","35250896","3525005",462,"5370143.00",175,"3525","35537","35250896",17.8074,225,235,460,160,100,100,200,235,200,235,200,195,160,135,115,195,160,-80.0282678857746,43.3138697516611
21.9867,"DA",204,"0","35250897","35250897","3525005",583,"5370142.02",208,"3525","35537","35250897",21.9867,295,290,585,270,100,100,255,295,330,295,330,255,270,155,165,250,270,-80.0886664808934,43.3258940726206
14.5463,"DA",172,"0","35250898","35250898","3525005",488,"5370142.02",183,"3525","35537","35250898",14.5463,230,255,485,145,100,100,175,195,185,200,180,175,145,105,105,180,150,-80.0611643916516,43.2963264718298
16.0793,"DA",191,"0","35250899","35250899","3525005",525,"5370142.01",196,"3525","35537","35250899",16.0793,255,275,525,220,100,100,195,250,270,250,265,195,215,130,150,195,220,-80.0761051502207,43.2718927653649
10.1711,"DA",150,"0","35250900","35250900","3525005",446,"5370142.01",154,"3525","35537","35250900",10.1711,205,240,445,170,100,100,175,235,200,240,195,170,170,110,105,175,175,-80.0767717631417,43.259652159443
13.7346,"DA",176,"0","35250901","35250901","3525005",544,"5370142.01",176,"3525","35537","35250901",13.7346,265,275,545,200,100,100,265,295,250,300,250,265,200,145,125,260,195,-80.1183278809293,43.258002891777
6.6901,"DA",167,"0","35250902","35250902","3525005",524,"5370142.01",169,"3525","35537","35250902",6.6901,265,255,525,210,100,100,195,235,275,235,275,195,215,125,140,195,210,-80.1261926873072,43.2402281393857
22.8957,"DA",217,"0","35250903","35250903","3525005",657,"5370121.00",222,"3525","35537","35250903",22.8957,300,355,655,230,100,100,280,350,270,345,275,280,230,170,135,280,230,-80.1477282873933,43.2124120679914
14.8518,"DA",196,"0","35250904","35250904","3525005",617,"5370120.02",206,"3525","35537","35250904",14.8518,305,315,620,255,100,100,250,320,315,315,315,245,255,165,170,250,255,-80.0980396112639,43.1866561051938
21.2558,"DA",212,"0","35250905","35250905","3525005",569,"5370121.00",231,"3525","35537","35250905",21.2558,295,275,570,245,100,100,220,300,285,295,290,225,240,125,135,220,245,-80.078114133986,43.2193175035405
19.0814,"DA",203,"0","35250906","35250906","3525005",602,"5370121.00",213,"3525","35537","35250906",19.0814,300,305,605,290,100,100,290,320,350,320,350,290,285,190,175,290,290,-80.0352780132509,43.2179321754325
25.2952,"DA",148,"0","35250907","35250907","3525005",427,"5370120.02",156,"3525","35537","35250907",25.2952,195,230,425,165,100,100,165,195,185,195,190,165,165,75,85,165,165,-80.0307975677084,43.1689317139335
12.6279,"DA",166,"0","35250908","35250908","3525005",510,"5370120.02",171,"3525","35537","35250908",12.6279,245,265,510,180,100,100,195,235,205,235,200,195,180,120,105,195,180,-79.9706651787404,43.1948475742543
0.431,"DA",591,"0","35250909","35250909","3525005",1950,"5370120.03",595,"3525","35537","35250909",0.431,975,975,1950,760,100,100,755,970,985,970,980,755,760,515,545,750,760,-79.95646606756,43.2107884886496
0.3796,"DA",390,"0","35250910","35250910","3525005",1295,"5370120.03",394,"3525","35537","35250910",0.3796,650,645,1295,575,100,100,590,660,630,660,635,590,575,365,360,585,580,-79.9574287709124,43.2205172086724
0.1431,"DA",199,"0","35250911","35250911","3525005",709,"5370120.03",199,"3525","35537","35250911",0.1431,365,345,710,335,100,100,320,365,385,365,390,320,335,205,195,320,335,-79.9533217799044,43.2182604795055
0.1682,"DA",197,"0","35250912","35250912","3525005",665,"5370120.03",197,"3525","35537","35250912",0.1682,325,345,665,295,100,100,255,285,335,290,335,255,295,165,175,250,295,-79.9561351239967,43.2206179447683
0.2556,"DA",243,"0","35250913","35250913","3525005",650,"5370120.03",248,"3525","35537","35250913",0.2556,345,305,650,270,100,100,235,305,330,305,330,240,270,135,140,235,270,-79.9494107749331,43.2194684093192
0.1276,"DA",191,"0","35250914","35250914","3525005",446,"5370120.03",192,"3525","35537","35250914",0.1276,235,215,445,210,100,100,190,215,225,215,225,195,210,100,95,190,215,-79.9504255927708,43.2244657452415
1.1904,"DA",1097,"0","35250918","35250918","3525005",1891,"5370101.03",1105,"3525","35537","35250918",1.1904,1090,805,1890,1055,100,100,805,805,1060,805,1065,805,1055,150,220,805,1055,-79.9066331584629,43.1965251754431
2.0383,"DA",225,"0","35250919","35250919","3525005",662,"5370101.02",228,"3525","35537","35250919",2.0383,330,335,665,290,100,100,285,320,345,315,345,285,290,170,170,285,295,-79.8795000251517,43.1900995813239
4.0599,"DA",453,"0","35250920","35250920","3525005",1468,"5370101.02",454,"3525","35537","35250920",4.0599,745,725,1470,570,100,100,550,740,755,745,750,550,570,385,425,550,570,-79.8843641770183,43.1815530268804
17.0969,"DA",226,"0","35250922","35250922","3525005",712,"5370101.02",232,"3525","35537","35250922",17.0969,330,380,710,255,100,100,285,365,310,365,310,285,255,175,150,285,250,-79.8711434453987,43.1590658416758
7.378,"DA",148,"0","35250923","35250923","3525005",461,"5370101.02",160,"3525","35537","35250923",7.378,230,230,460,205,100,100,220,245,220,240,215,220,205,115,155,220,200,-79.8454728312228,43.1758274880871
11.6051,"DA",149,"0","35250924","35250924","3525005",440,"5370101.02",157,"3525","35537","35250924",11.6051,195,245,440,150,100,100,150,190,160,195,165,150,150,90,70,145,145,-79.8935828387468,43.1391047011323
12.1722,"DA",213,"0","35250925","35250925","3525005",567,"5370101.02",214,"3525","35537","35250925",12.1722,275,290,570,210,100,100,245,280,235,280,240,245,210,175,145,245,215,-79.8631574297543,43.1167379536046
24.1901,"DA",159,"0","35250928","35250928","3525005",483,"5370120.02",167,"3525","35537","35250928",24.1901,240,245,485,220,100,100,220,285,260,280,255,220,225,135,150,220,220,-79.972740053897,43.1616045757505
21.4595,"DA",205,"0","35250929","35250929","3525005",581,"5370142.01",214,"3525","35537","35250929",21.4595,275,305,580,225,100,100,250,335,280,340,280,250,225,170,170,255,230,-80.1807870394142,43.2420700425292
32.1729,"DA",218,"0","35250930","35250930","3525005",653,"5370142.01",227,"3525","35537","35250930",32.1729,320,330,655,255,100,100,250,360,325,360,330,250,260,160,145,250,255,-80.1716916387786,43.2824296868276
22.0603,"DA",222,"0","35250931","35250931","3525005",694,"5370142.01",232,"3525","35537","35250931",22.0603,330,365,695,280,100,100,275,340,360,340,360,270,275,200,175,275,280,-80.212678695551,43.3085997633011
15.2393,"DA",206,"0","35250932","35250932","3525005",488,"5370142.02",213,"3525","35537","35250932",15.2393,250,240,490,235,100,100,205,215,255,215,255,205,240,85,115,205,235,-80.1784883083159,43.3280511775676
27.7658,"DA",164,"0","35250933","35250933","3525005",476,"5370142.02",168,"3525","35537","35250933",27.7658,240,235,480,220,100,100,200,235,245,240,245,200,220,140,145,200,220,-80.1676382304807,43.3717816481289
23.0735,"DA",169,"0","35250934","35250934","3525005",498,"5370142.02",173,"3525","35537","35250934",23.0735,225,270,500,155,100,100,205,245,215,250,215,200,155,125,110,200,155,-80.1261635237891,43.3353608158365
4.9956,"DA",495,"0","35250935","35250935","3525005",899,"5370142.02",505,"3525","35537","35250935",4.9956,470,430,895,435,100,100,430,445,450,445,450,430,440,145,150,430,435,-80.0777680268307,43.3619259718316
30.1413,"DA",243,"0","35250936","35250936","3525005",598,"5370142.02",249,"3525","35537","35250936",30.1413,275,320,600,265,100,100,315,340,305,345,310,315,260,180,145,315,265,-80.1093057546825,43.3915251223471
4.3684,"DA",349,"0","35250937","35250937","3525005",952,"5370141.00",356,"3525","35537","35250937",4.3684,465,485,955,445,100,100,415,500,520,500,520,420,445,225,250,415,440,-80.0129964448918,43.2653215660644
6.5409,"DA",270,"0","35250938","35250938","3525005",769,"5370141.00",284,"3525","35537","35250938",6.5409,380,390,770,320,100,100,315,385,365,385,365,315,320,185,195,315,320,-80.0143769532958,43.2807530821674
0.655,"DA",217,"0","35250939","35250939","3525005",561,"5370141.00",220,"3525","35537","35250939",0.655,280,280,560,250,100,100,250,300,305,305,300,250,250,150,180,250,250,-79.9898368540349,43.2722440008994
5.5458,"DA",172,"0","35250940","35250940","3525005",486,"5370141.00",178,"3525","35537","35250940",5.5458,225,260,485,210,100,100,205,250,245,250,245,205,210,120,95,205,210,-79.95827590372,43.2817737263874
8.4885,"DA",274,"0","35250941","35250941","3525005",794,"5370141.00",277,"3525","35537","35250941",8.4885,385,405,795,340,100,100,315,390,390,395,395,310,340,205,210,315,340,-79.95920401659,43.2936173803505
12.4278,"DA",173,"0","35250942","35250942","3525005",473,"5370141.00",177,"3525","35537","35250942",12.4278,230,240,470,200,100,100,195,235,225,230,220,195,200,135,130,195,200,-79.9613017066439,43.3082408469194
1.5659,"DA",352,"0","35250943","35250943","3525005",1009,"5370140.04",357,"3525","35537","35250943",1.5659,510,500,1010,415,100,100,430,535,530,535,530,435,415,285,265,430,415,-79.9035803757869,43.3190643284963
0.2161,"DA",198,"0","35250944","35250944","3525005",597,"5370140.04",199,"3525","35537","35250944",0.2161,310,290,600,225,100,100,245,265,270,260,270,245,225,130,140,245,225,-79.905293564687,43.3213576883193
0.1683,"DA",263,"0","35250945","35250945","3525005",705,"5370140.04",263,"3525","35537","35250945",0.1683,370,335,705,280,100,100,235,315,335,315,335,235,280,180,205,230,280,-79.9023539057292,43.3275485111484
0.2863,"DA",197,"0","35250946","35250946","3525005",459,"5370140.04",201,"3525","35537","35250946",0.2863,240,215,455,225,100,100,205,215,240,215,240,205,225,120,90,200,225,-79.8958320647925,43.3294411540305
0.196,"DA",152,"0","35250949","35250949","3525005",444,"5370140.07",154,"3525","35537","35250949",0.196,225,220,445,190,100,100,160,200,225,205,225,160,190,110,105,165,195,-79.8861395018563,43.3418468428929
0.0856,"DA",151,"0","35250950","35250950","3525005",482,"5370140.07",151,"3525","35537","35250950",0.0856,245,240,485,225,100,100,185,235,280,235,280,180,225,145,175,185,225,-79.8863792934074,43.3448721828531
0.0979,"DA",172,"0","35250951","35250951","3525005",564,"5370140.07",172,"3525","35537","35250951",0.0979,280,285,565,250,100,100,250,300,310,300,310,250,250,165,195,250,250,-79.8887411809757,43.3453550146621
0.0544,"DA",171,"0","35250953","35250953","3525005",412,"5370051.00",183,"3525","35537","35250953",0.0544,190,220,415,150,100,100,170,185,160,185,160,165,145,125,105,165,150,-79.8460039244587,43.2546124305185
0.0648,"DA",164,"0","35250954","35250954","3525005",446,"5370051.00",185,"3525","35537","35250954",0.0648,215,235,445,175,100,100,140,195,235,195,235,140,175,100,135,140,175,-79.8443093673098,43.2530213477989
0.0486,"DA",74,"0","35250955","35250955","3525005",310,"5370051.00",93,"3525","35537","35250955",0.0486,180,135,310,140,100,100,110,165,215,165,215,110,140,60,85,110,140,-79.8472282852949,43.2529164675685
0.0503,"DA",438,"0","35250956","35250956","3525005",619,"5370051.00",498,"3525","35537","35250956",0.0503,290,335,615,290,100,100,275,285,310,285,305,275,290,110,125,275,290,-79.8480576832369,43.2509241301912
0.085,"DA",217,"0","35250957","35250957","3525005",462,"5370051.00",255,"3525","35537","35250957",0.085,235,230,465,210,100,100,225,275,245,275,250,225,215,175,185,225,215,-79.8449318144549,43.2503518177813
0.0688,"DA",214,"0","35250958","35250958","3525005",467,"5370051.00",233,"3525","35537","35250958",0.0688,220,245,470,155,100,100,195,230,205,235,200,195,155,150,115,195,155,-79.8419329535947,43.2502661977277
