Care_Category,Care_Category_Specific,Care_Category_Speciality,Name,Unit,Address,Street_Name,Street_Type,Community,Province,Postal_Code,LONGITUDE,LATITUDE
Child_Centric,Daycare_Centre,,St. Eugene Before and After School Program,,120,Parkdale,Avenue,Hamilton,ON,L8K 3P3,,
Child_Centric,Daycare_Centre,,St. Francis Early Learning and Care Centre,,298,Highway # 8,,Stoney Creek,ON,L8G 1E6,,
Child_Centric,Daycare_Centre,,St. Gabriel Early Learning and Care Centre,,1361,Barton,Street,Stoney Creek,ON,L8E 5L1,,
Child_Centric,Daycare_Centre,,St. Helen Early Learning and Care Centre,,785,Britannia,Avenue,Hamilton,ON,L8H 2B6,,
Child_Centric,Daycare_Centre,,St. John Paul II Before and After School Program,,600,Acadia,Drive,Hamilton,ON,L8W 3A8,,
Child_Centric,Daycare_Centre,,St. Joseph Before and After School Program,,270,Locke,Street,Hamilton,ON,L8P 4C1,,
Child_Centric,Daycare_Centre,,St. Kateri Tekakwitha Before and After School Program,,22,Queensbury,Drive,Hamilton,ON,L8W 1Z6,,
Child_Centric,Daycare_Centre,,St. Luke Before and After School Program,,345,Albright,Road,Hamilton,ON,L8K 6N3,,
Child_Centric,Daycare_Centre,,St. Margaret Mary Before and After School Program,,25,Brentwood,Drive,Hamilton,ON,L8T 3V9,,
Child_Centric,Daycare_Centre,,St. Marguerite d'Youville Children's Centre,,20,Bonaparte,Way,Hamilton,ON,L9B 2E3,,
Child_Centric,Daycare_Centre,,St. Mark Before and After School Program,,43,Whitedeer,Road,Stoney Creek,ON,L8J 3T1,,
Child_Centric,Daycare_Centre,,St. Martin of Tours Before and After School Program,,60,Gray,Road,Stoney Creek,ON,L8G 2X5,,
Child_Centric,Daycare_Centre,,St. Matthew Child and Family Centre,,200,Windwood,Drive,Binbrook,ON,L0R 1C0,,
Child_Centric,Daycare_Centre,,St. Michael Before and After School Program,,135,Hester,Street,Hamilton,ON,L9A 2N9,,
Child_Centric,Daycare_Centre,,St. Patrick Before and After School Program,,24,Smith,Avenue,Hamilton,ON,L8L 5P1,,
Child_Centric,Daycare_Centre,,St. Paul Before and After School Program,,24,Amberwood,Street,Stoney Creek,ON,L8J 2H9,,
Child_Centric,Daycare_Centre,,St. Teresa of Avila Before and After School Program,,171,San Remo,Drive,Hamilton,ON,L9C 6P8,,
Child_Centric,Daycare_Centre,,St. Teresa of Calcutta Before and After School Program,,1,Rexford,Drive,Hamilton,ON,L8W 2E8,,
Child_Centric,Daycare_Centre,,St. Therese of Lisieux Before and After School Program,,1760,Garth,Street,Hamilton,ON,L8L 3A6,,
Child_Centric,Daycare_Centre,,St. Thomas - Waterdown Before and After School Program,,170,Skinner,Road,Waterdown,ON,L0R 2H7,,
Child_Centric,Daycare_Centre,,St. Thomas More Children's Centre,,1045,Upper Paradise,Road,Hamilton,ON,L9B 2N4,,
Child_Centric,Daycare_Centre,,St. Vincent de Paul Children's Centre,,295,Greencedar,Drive,Hamilton,ON,L9C 7M9,,
Child_Centric,Daycare_Centre,,Sts. Peter and Paul Before and After School Program,,49,Fennell,Avenue,Hamilton,ON,L9A 1R5,,
Child_Centric,Daycare_Centre,,Heritage Green Child Care,,360,Isaac Brock,Drive,Stoney Creek,ON,L8J 2R2,,
Child_Centric,Daycare_Centre,,Heritage Green Mount Albion,,24,Kennard,Street,Stoney Creek,ON,L8J 2E5,,
Child_Centric,Daycare_Centre,,Heritage Green School Age Program,,349,Isaac Brock,Drive,Stoney Creek,ON,L8J 3S2,,
Child_Centric,Daycare_Centre,,Heritage Green St.James,,29,John Murray,Street,Stoney Creek,ON,L8J 1C5,,
Child_Centric,Daycare_Centre,,Heritage Green Tapleytown,,390,Mud,Street,Stoney Creek,ON,L8J 3C6,,
Child_Centric,Daycare_Centre,,Hillfield Strathallan College,,299,Fennell,Avenue,Hamilton,ON,L9C 1G3,,
Child_Centric,Daycare_Centre,,"Jacks' & Jills' Cooperative Preschool of Ancaster, Inc.",,263,Jerseyville,Road,Ancaster,ON,L9G 3K8,,
Child_Centric,Daycare_Centre,,Jamesville Bennetto Community Care,,47,Simcoe,Street,Hamilton,ON,L8N 3N2,,
Child_Centric,Daycare_Centre,,Jamesville Children's Centre,,252,James,Street,Hamilton,ON,L8R 2L3,,
Child_Centric,Daycare_Centre,,Ancaster Little Gems Children's Centre,,339,Wilson,Street,Ancaster,ON,L9G 2C1,,
Child_Centric,Daycare_Centre,,KIDS & COMPANY HAMILTON,,701,Main,Street,Hamilton,ON,L8S 1A1,,
Child_Centric,Daycare_Centre,,Kindertown Child Care Centre,,110,Gordon Drummond,Avenue,Stoney Creek,ON,L8J 1P5,,
Child_Centric,Daycare_Centre,,Dundas Daycare,,252,Governors,Road,Dundas,ON,L9H 3K3,,
Child_Centric,Daycare_Centre,,Scenicview Childcare,,1194,Scenic,Drive,Ancaster,ON,L9K 1J6,,
Child_Centric,Daycare_Centre,,LITERACY AND MATHEMATICS ACADEMY,,1,King,Street,Stoney Creek,ON,L8G 1G7,,
Child_Centric,Daycare_Centre,,Le Ballon Rouge,,135,Bendamere,Avenue (French),Hamilton,ON,L9C 1N4,,
Child_Centric,Daycare_Centre,,La Garderie le Petit Navire,,400,Cumberland,Avenue (French),Hamilton,ON,L8M 2A2,,
Child_Centric,Daycare_Centre,,Little Mountaineers Co-operative Preschool Corporation,,835,Stonechurch,Road,Hamilton,ON,L8W 1R8,,
Child_Centric,Daycare_Centre,,Little Peoples Day Care Centre,,510,Mohawk,Road,Hamilton,ON,L9C 1X4,,
Child_Centric,Daycare_Centre,,Lucky Day Nursery,,120,Crosthwaite,Avenue,Hamilton,ON,L8H 4V5,,
Child_Centric,Daycare_Centre,,Lyonsgate Montessori School,,375,Aberdeen,Avenue,Hamilton,ON,L8P 2R7,,
Child_Centric,Daycare_Centre,,Imagineer's Early Learning Centre,,430,West 5th,Street,Hamilton,ON,L9C 3P6,,
Child_Centric,Daycare_Centre,,McMaster Children's Centre,,1280,Main,Street,Hamilton,ON,L8S 4K1,,
Child_Centric,Daycare_Centre,,McMaster Students Union Day Care Centre,,1145,King,Street,Hamilton,ON,L8S 1L9,,
Child_Centric,Daycare_Centre,,Meadowlands Preschool,,900,Golf Links,Road,Ancaster,ON,L9K 1L5,,
Child_Centric,Daycare_Centre,,Mother Goose Co-operative Preschool,,407,Charlton,Avenue,Hamilton,ON,L8P 2E6,,
Child_Centric,Daycare_Centre,,Noah's Ark Children's Centre,,118,Limeridge,Road,Hamilton,ON,L9A 2S3,,
Child_Centric,Daycare_Centre,,Pumpkin Patch Day Care Centre,,440,Upper Wentworth,Street,Hamilton,ON,L9A 4T7,,
Child_Centric,Daycare_Centre,,Pumpkin Patch Infant Centre,,450,Inverness,Avenue,Hamilton,ON,L9A 1J4,,
Child_Centric,Daycare_Centre,,West Mountain Montessori School,,93,Sanatorium,Road,Hamilton,ON,L9C 1Y6,,
Child_Centric,Daycare_Centre,,The Nesting Nook,,3200,Highway 56,,Binbrook,ON,L0R 1C0,,
Child_Centric,Daycare_Centre,,Niwasa Early Learning and Care Centre,,93,Delena,Avenue,Hamilton,ON,L8H 6B6,,
Child_Centric,Daycare_Centre,,Niwasa Early Learning and Child Care Centre,,785,Britannia,Avenue,Hamilton,ON,L8H 2B6,,
Child_Centric,Daycare_Centre,,Niwasa Head Start Preschool,,1869,Main,Street,Hamilton,ON,L8H 1G2,,
Child_Centric,Daycare_Centre,,Paramount Family Centre,,1035,Paramount,Drive,Stoney Creek,ON,L8J 2L6,,
Child_Centric,Daycare_Centre,,Parkside Daycare Inc.,,145,Hamilton,Street,Waterdown,ON,L0R 2H6,,
Child_Centric,Daycare_Centre,,Peter Pan Co-operative Preschool,,435,Mohawk,Road,Hamilton,ON,L9C 1X3,,
Child_Centric,Daycare_Centre,,Pied Piper Co-operative Pre-school,,21,Stonechurch,Road,Hamilton,ON,L9B 1A1,,
Child_Centric,Daycare_Centre,,Lyonsgate Montessori School,,86,Homewood,Avenue,Hamilton,ON,L8P 2M4,,
Child_Centric,Daycare_Centre,,Redeemer Child Care Centre,,777,Garner,Road,Ancaster,ON,L9K 1J4,,
Child_Centric,Daycare_Centre,,Riverside Sunshine Daycare of Hamilton,,1221,Wilson,Street,Hamilton,ON,L8S 4K6,,
Child_Centric,Daycare_Centre,,St. Matthew's Children's Centre,,414,Barton,Street,Hamilton,ON,L8L 2Y3,,
Child_Centric,Daycare_Centre,,Kinderseeds,,9023,Airport,Road,Mount Hope,ON,L0R 1W0,,
Child_Centric,Daycare_Centre,,St. James Co-operative Nursery School of Dundas Inc.,,137,Melville,Street,Dundas,ON,L9H 2A6,,
Child_Centric,Daycare_Centre,,St. Joachim Children's Centre of Ancaster,,75,Concerto,Court,Ancaster,ON,L9G 4V6,,
Child_Centric,Daycare_Centre,,Stoney Creek Child Care Centre,,3,Lockport,Way,Stoney Creek,ON,L6J 6P1,,
Child_Centric,Daycare_Centre,,Stoney Creek Co-operative Pre-School,,79,Collegiate,Avenue,Stoney Creek,ON,L8G 3L5,,
Child_Centric,Daycare_Centre,,Stoney Creek Montessori,,178,Barton,Street,Stoney Creek,ON,L8E 4W2,,
Child_Centric,Daycare_Centre,,Sunny Days Nursery,,998,Upper Sherman,Avenue,Hamilton,ON,L8V 4Y9,,
Child_Centric,Daycare_Centre,,Sunshine & Rainbows Christian Daycare Centre,,440,Highway #8,,Stoney Creek,ON,L8G 1G3,,
Child_Centric,Daycare_Centre,,Winona Children's Centre,,1296,Barton,Street,Winona,ON,L8E 5L4,,
Child_Centric,Daycare_Centre,,Early Scholars,,689,West 5th,Street,Hamilton,ON,L9C 3R3,,
Child_Centric,Daycare_Centre,,Stanley Avenue Children's Centre,,20,Stanley,Avenue,Hamilton,ON,L8P 2L1,,
Child_Centric,Daycare_Centre,,Tapawingo Day Care,,9,Clarendon,Avenue,Hamilton,ON,L9A 2Z9,,
Child_Centric,Daycare_Centre,,Mountain Nursery School,,1279,Upper Gage,Avenue,Hamilton,ON,L8W 1E5,,
Child_Centric,Daycare_Centre,,The Chestnut Tree Pre-School - Stoney Creek,,288,Barton,Street,Stoney Creek,ON,L8E 2K6,,
Child_Centric,Daycare_Centre,,Infant Jesus Day Care (Waterdown),,717,Centre,Road,Waterdown,ON,L0R 2H0,,
Child_Centric,Daycare_Centre,,Infant Jesus Kindergarten & Nursery,,329,Mohawk,Road,Hamilton,ON,L9C 1W4,,
Child_Centric,Daycare_Centre,,R L Hyslop Before and After School Program,,20,Lake,Avenue,Hamilton,ON,L8G 1P3,,
Child_Centric,Daycare_Centre,,Today's Family - Caring For Your Child - St. Paul's,,29,Park,Street,Dundas,ON,L9H 1X3,,
Child_Centric,Daycare_Centre,,Today's Family - Collegiate Avenue,,49,Collegiate,Avenue,Stoney Creek,ON,L8G 3L5,,
Child_Centric,Daycare_Centre,,Today's Family - Early Learning and Child Care Program - Eastmount Public School,,155,East 26th,Street,Hamilton,ON,L8V 3C5,,
Child_Centric,Daycare_Centre,,Today's Family - Early Learning and Child Care Program - Linden Park,,4,Vickers,Road,Hamilton,ON,L9A 1Y1,,
Child_Centric,Daycare_Centre,,Today's Family - Huntington Park,,80,Kingslea,Drive,Hamilton,ON,L8T 4A5,,
Child_Centric,Daycare_Centre,,Today's Family Adventure Camp - Delta United,,47,Ottawa,Street,Hamilton,ON,L8K 2C9,,
Child_Centric,Daycare_Centre,,Today's Family Children's Centre - Dundas,,23,Melville,Street,Dundas,ON,L9H 1Z7,,
Child_Centric,Daycare_Centre,,Today's Family Children's Centre - Hamilton,,44,Greendale,Drive,Hamilton,ON,L9C 5Z4,,
Child_Centric,Daycare_Centre,,Today's Family Children's Centre - Saltfleet,,108,Highland,Road,Stoney Creek,ON,L8J 2T2,,
Child_Centric,Daycare_Centre,,Today's Family Huntington Park Before and After School Progam,,87,Brentwood,Drive,Hamilton,ON,L8T 3W4,,
Child_Centric,Daycare_Centre,,Today's Family R.A. Riddell School Age Program,,200,Cranbrook,Drive,Hamilton,ON,L9C 4Z9,,
Child_Centric,Daycare_Centre,,Today's Family St.Augustine's,,25,Alma,Street,Hamilton,ON,L9H 2C9,,
Child_Centric,Daycare_Centre,,Today's Family- Franklin Road,,500,Franklin,Road,Hamilton,ON,L8V 2A4,,
Child_Centric,Daycare_Centre,,Today's Family-C.B. Stirling,,340,Queen Victoria,Drive,Hamilton,ON,L8W 1T9,,
Child_Centric,Daycare_Centre,,Today's Family-George L. Armstrong,,460,Concession,Street,Hamilton,ON,L9A 1C3,,
Child_Centric,Daycare_Centre,,Today's Family-Tiffany Hills,,255,Raymond,Road,Hamilton,ON,L8K 3W7,,
Child_Centric,Daycare_Centre,,Today's Family Private Home Day Care,,44,Greendale,Drive,Hamilton,ON,L9C 5Z4,,
Child_Centric,Daycare_Centre,,Sir Isaac Brock,,130,Greenford,Drive,Hamilton,ON,L8G 2G8,,
Child_Centric,Daycare_Centre,,Umbrella Family - Ancaster Meadow,,93,Kitty Murray,Lane,Ancaster,ON,L9K 1S3,,
Child_Centric,Daycare_Centre,,Umbrella Family - Balaclava,,280,10th Concession,,Freelton,ON,L0R 1K0,,
Child_Centric,Daycare_Centre,,Umbrella Family - Bellmoore,,35,Pumpkin,Pass,Binbrook,ON,L0R 1C0,,
Child_Centric,Daycare_Centre,,Umbrella Family - Cathy Wever,,160,Wentworth,Street,Hamilton,ON,L8L 5V7,,
Child_Centric,Daycare_Centre,,Umbrella Family - Dundana,,23,Dundana,Avenue,Dundas,ON,L9H 4E5,,
Child_Centric,Daycare_Centre,,Umbrella Family - Dundas Central,,73,Melville,Street,Dundas,ON,L9H 2A2,,
Child_Centric,Daycare_Centre,,Umbrella Family - Elizabeth Bagshaw,,350,Albright,Road,Hamilton,ON,L8K 5J4,,
Child_Centric,Daycare_Centre,,Umbrella Family - Gatestone,,127,Gatestone,Drive,Hamilton,ON,L8J 3Z5,,
Child_Centric,Daycare_Centre,,Umbrella Family - Glen Echo,,140,Glen Echo,Drive,Hamilton,ON,L8K 4J1,,
Child_Centric,Daycare_Centre,,Umbrella Family - Gordon Price,,11,Guildwood,Drive,Hamilton,ON,L9C 7K2,,
Child_Centric,Daycare_Centre,,Umbrella Family - Greensville,,625,Harvest,Road,Flamborough,ON,L9H 5K8,,
Child_Centric,Daycare_Centre,,Umbrella Family - Helen Detwiler,,320,Brigade,Drive,Hamilton,ON,L9B 2E3,,
Child_Centric,Daycare_Centre,,Umbrella Family - Hillcrest,,40,Eastwood,Street,Hamilton,ON,L8H 6R7,,
Child_Centric,Daycare_Centre,,Umbrella Family - James MacDonald,,200,Chester,Avenue,Hamilton,ON,L9C 2X1,,
Child_Centric,Daycare_Centre,,Umbrella Family - L'Ecole Michaelle Jean,,2121,#56 Highway,,Binbrook,ON,L0R 1C0,,
Child_Centric,Daycare_Centre,,Umbrella Family - Lawfield,,45,Berko,Avenue,Hamilton,ON,L8V 2R3,,
Child_Centric,Daycare_Centre,,Umbrella Family - Lincoln Alexander,,50,Ravenbury,Drive,Hamilton,ON,L8W 2B5,,
Child_Centric,Daycare_Centre,,Umbrella Family - Memorial,,211,Memorial,Avenue,Hamilton,ON,L8G 3B2,,
Child_Centric,Daycare_Centre,,Umbrella Family - Mount Hope,,9149,Airport,Road,Mount Hope,ON,L0R 1W0,,
Child_Centric,Daycare_Centre,,Umbrella Family - Mountain View (Stoney Creek),,299,Barton,Street,Stoney Creek,ON,L8E 2K7,,
Child_Centric,Daycare_Centre,,Umbrella Family - Mountview,,59,Karen,Crescent,Hamilton,ON,L9C 5M5,,
Child_Centric,Daycare_Centre,,Umbrella Family - Prince of Wales,,77,Melrose,Avenue,Hamilton,ON,L8L 6X4,,
Child_Centric,Daycare_Centre,,Umbrella Family - Queensdale,,67,Queensdale,Avenue,Hamilton,ON,L9A 1K4,,
Child_Centric,Daycare_Centre,,Umbrella Family - Ray Lewis,,27,Jessica,Street,Hamilton,ON,L8W 4A1,,
Child_Centric,Daycare_Centre,,Umbrella Family - Sir Wilfrid Laurier,,70,Albright,Road,Hamilton,ON,L8K 5J3,,
Child_Centric,Daycare_Centre,,Umbrella Family - Templemead,,62,Templemead,Drive,Hamilton,ON,L8W 2B6,,
Child_Centric,Daycare_Centre,,Umbrella Family - Winona,,301,Lewis,Road,Stoney Creek,ON,L8E 5H1,,
Child_Centric,Daycare_Centre,,Umbrella Family at Rosedale,,25,Erindale,Avenue,Hamilton,ON,L8K 4R2,,
Child_Centric,Daycare_Centre,,Umbrella Family- Spencer Valley,,441,Old Brock,Road,Dundas,ON,L9H 6A7,,
Child_Centric,Daycare_Centre,,Umbrella Family-Eastdale,,275,Lincoln,Road,Stoney Creek,ON,L8E 1Z4,,
Child_Centric,Daycare_Centre,,Umbrella Family-Shannen Koostachin,,110,Bellegio,Avenue,Hamilton,ON,L0R 1P0,,
Child_Centric,Daycare_Centre,,Paradise Corner Children's Centre,,634,Rymal,Road,Hamilton,ON,L9B 1B8,,
Child_Centric,Daycare_Centre,,Village Children's Centre of Waterdown,,132,Dundas,Street,Waterdown,ON,L9H 7K6,,
Child_Centric,Daycare_Centre,,Village Treehouse Childcare,,126,Wilson,Street,Ancaster,ON,L9G 2B7,,
Child_Centric,Daycare_Centre,,Flamborough Centre,,922,Centre,Road,HAMILTON,ON,L8N 3L1,,
Child_Centric,Daycare_Centre,,Waterdown District Children's Centre,,215,Parkside,Drive,Waterdown,ON,L0R 2H1,,
Child_Centric,Daycare_Centre,,Waterdown District School Age Program - Guy Brown Location,,55,Braeheid,Avenue,Waterdown,ON,L0R 2H5,,
Child_Centric,Daycare_Centre,,Waterdown District School Age Program - Mary Hopkins,,200,Main,Street,Waterdown,ON,L0R 2H0,,
Child_Centric,Daycare_Centre,,Way to Learn Daycare - Hamilton,,331,Strathearne,Avenue,Hamilton,ON,L8H 5K9,,
Child_Centric,Daycare_Centre,,Little Angels' Infant and Toddler Centre,,374,Fifth Concession,Road,Millgrove,ON,L0R 1V0,,
Child_Centric,Daycare_Centre,,The Millgrove Children's Centre,,370,Fifth Concession,Road,Millgrove,ON,L0R 1V0,,
Child_Centric,Daycare_Centre,,The Millgrove Children's Centre,,271,6th Concession,Road East,Waterdown,ON,L0R 2H0,,
Child_Centric,Daycare_Centre,,The Millgrove Majors Children's Centre,,369,Fifth Concession,Road,Millgrove,ON,L0R 1V0,,
Child_Centric,Daycare_Centre,,Wesley Child Care Centre,,340,York,Boulevard,Hamilton,ON,L8R 3L2,,
Child_Centric,Daycare_Centre,,Wesley Child Care Centre,,80,Queen,Street,Hamilton,ON,L8R 3P6,,
Child_Centric,Daycare_Centre,,Wesley Licensed School Age Program - Dr. J Seaton School,,1279,Seaton,Road,Sheffield,ON,L0R 1Z0,,
Child_Centric,Daycare_Centre,,Wesley Licensed School Age Program - Lake Avenue School,,157,Lake,Avenue,Hamilton,ON,L8E 1L5,,
Child_Centric,Daycare_Centre,,Wesley Licensed School Age Program- Dr. J. Davey school,,99,Ferguson,Avenue,Hamilton,ON,L8R 1L6,,
Child_Centric,Daycare_Centre,,Wesley School Age Program-Beverly Central Site,,1346,4th Concession,Road,Troy,ON,L0R 2B0,,
Child_Centric,Daycare_Centre,,Wesley School Age Program-Hess Street Site,,107,Hess,Street,Hamilton,ON,L8R 2T1,,
Child_Centric,Daycare_Centre,,Wesley Urban Ministries' School Age Program,,155,Queen,Street,Hamilton,ON,L8R 2V6,,
Child_Centric,Daycare_Centre,,Westdale Children's School,,2,Bond,Street,Hamilton,ON,L8S 3W1,,
Child_Centric,Daycare_Centre,,Westdale Co-operative Preschool,,99,North,Oval,Hamilton,ON,L8S 3Z2,,
Child_Centric,Daycare_Centre,,Sunshine Daycare Centre,,1221,Wilson,Street,Hamilton,ON,L8S 4K6,,
Child_Centric,Daycare_Centre,,Flamborough Family YMCA Child Care Centre,,207,Parkside,Drive,Waterdown,ON,L0R 2H1,,
Child_Centric,Daycare_Centre,,Hamilton Downtown YMCA Child Care Centre,,79,James,Street,Hamilton,ON,L8P 2Z1,,
Child_Centric,Daycare_Centre,,Les Chater YMCA Child Care Centre,,356,Rymal,Road,Hamilton,ON,L8P 2Z1,,
Child_Centric,Daycare_Centre,,Mountain YMCA Child Care Centre,,626,Upper Wentworth,Street,Hamilton,ON,L9A 4V3,,
Child_Centric,Daycare_Centre,,Queen Victoria YMCA Child Care Centre,,166,Forest,Avenue,Hamilton,ON,L8N 0A6,,
Child_Centric,Daycare_Centre,,Queens Garden YMCA Child Care Centre,,80,Queen,Street,Hamilton,ON,L8P 3P6,,
Child_Centric,Daycare_Centre,,Sir William Osler YMCA Child Care,,330,Governor's,Road,Dundas,ON,L9H 0A3,,
Child_Centric,Daycare_Centre,,Stoney Creek YMCA Child Care Centre,,105,King,Street,Stoney Creek,ON,L8G 1L1,,
Child_Centric,Daycare_Centre,,Wellington YMCA Early Learning and Child Care Centre,,1430,Upper Wellington,Street,Hamilton,ON,L9A 5H3,,
Child_Centric,Daycare_Centre,,YMCA SACC - Allan A. Greenleaf,,211,Parkside,Drive,Waterdown,ON,L0R 2H1,,
Child_Centric,Daycare_Centre,,YMCA SACC - Billy Green,,1105,Paramount,Drive,Stoney Creek,ON,L8J 1W2,,
Child_Centric,Daycare_Centre,,YMCA SACC - CH Bray,,99,Dunham,Avenue,Ancaster,ON,L9G 1X7,,
Child_Centric,Daycare_Centre,,YMCA SACC - Chedoke,,500,Bendamere,Avenue,Hamilton,ON,L9C 1R3,,
Child_Centric,Daycare_Centre,,YMCA SACC - Cootes Paradise,,900,King,Street,Hamilton,ON,L8S 1K6,,
Child_Centric,Daycare_Centre,,YMCA SACC - Earl Kitchener,,300,Dundurn,Street,Hamilton,ON,L8P 4L3,,
Child_Centric,Daycare_Centre,,YMCA SACC - Frank Panabaker North,,168,Huron,Avenue,Ancaster,ON,L9G 1V7,,
Child_Centric,Daycare_Centre,,YMCA SACC - Frank Panabaker South,,295,Nakoma,Road,Ancaster,ON,L8G 1T2,,
Child_Centric,Daycare_Centre,,YMCA SACC - Highview,,1060,Queensdale,Avenue,Hamilton,ON,L8T 1J4,,
Child_Centric,Daycare_Centre,,YMCA SACC - Holbrook,,450,Sanatorium,Road,Hamilton,ON,L9C 2B1,,
Child_Centric,Daycare_Centre,,YMCA SACC - Janet Lee,,291,Winterberry,Drive,Stoney Creek,ON,L8J 2N5,,
Child_Centric,Daycare_Centre,,YMCA SACC - Pauline Johnson,,25,Hummingbird,Lane,Hamilton,ON,L9A 4B1,,
Child_Centric,Daycare_Centre,,YMCA SACC - Prince Philip,,125,Rifle Range,Road,Hamilton,ON,L8S 3B1,,
Child_Centric,Daycare_Centre,,YMCA SACC - Richard Beasley,,80,Currie,Road,Hamilton,ON,L8T 3M9,,
Child_Centric,Daycare_Centre,,YMCA SACC - Ridgemount,,65,Hester,Street,Hamilton,ON,L9A 2N3,,
Child_Centric,Daycare_Centre,,YMCA SACC - Rousseau,,103,McNiven,Road,Ancaster,ON,L9C 3T7,,
Child_Centric,Daycare_Centre,,YMCA SACC - Southgate - ECC Program,,120,Clarendon,Avenue,Hamilton,ON,L9A 3A5,,
Child_Centric,Daycare_Centre,,YMCA SACC - W.H. Ballard,,801,Dunsmure,Road,Hamilton,ON,L8H 1H9,,
Child_Centric,Daycare_Centre,,YMCA SACC - Westwood,,9,Lynbrook,Drive,Hamilton,ON,L9C 2K6,,
Child_Centric,Daycare_Centre,,YMCA SACC - Yorkview,,86,Cameron,Avenue,Dundas,ON,L9H 1P8,,
Child_Centric,Daycare_Centre,,YMCA SACC Pauline Johnson North,,25,Hummingbird,Lane,Hamilton,ON,L9A 4B1,,
Child_Centric,Daycare_Centre,,YMCA SACC Spring Valley,,1886,Governors,Road,Copetown,ON,L0R 1J0,,
Child_Centric,Daycare_Centre,,YMCA SACC- AM Cunningham,,100,Wexford,Avenue,Hamilton,ON,L8K 2N8,,
Child_Centric,Daycare_Centre,,YMCA SACC-Norwood Park,,165,Terrace,Drive,Hamilton,ON,L9A 2Z2,,
Child_Centric,Daycare_Centre,,AM/PM Care,,75,Hunter,Street,Hamilton,ON,L8P 1P9,,
Child_Centric,Daycare_Centre,,Lisgar Before and After School Program,,110,Anson,Avenue,Hamilton,ON,L8T 2X6,,
Child_Centric,Daycare_Centre,,YWCA HAmilton West Mountain Child Care Centre,,11,Guildwood,Drive,Hamilton,ON,L9C 7K2,,
Child_Centric,Daycare_Centre,,YWCA Hamilton - Buchannan Park Before and After School Program,,30,Laurier,Avenue,Hamilton,ON,L9C 3R9,,
Child_Centric,Daycare_Centre,,YWCA Hamilton - Downtown Child Care Centre,,75,MacNab,Street,Hamilton,ON,L8P 3C1,,
Child_Centric,Daycare_Centre,,YWCA Hamilton - Green Acres School Age Program,,45,Randall,Avenue,Stoney Creek,ON,L8G 2K8,,
Child_Centric,Daycare_Centre,,YWCA Hamilton - Ottawa Street - Kinderclass and School Age Care,,52,Ottawa,Street,Hamilton,ON,L8H 3Y7,,
Child_Centric,Daycare_Centre,,YWCA Hamilton - Ottawa Street Child Care Centre,,1175,Main,Street,Hamilton,ON,L8M 1P3,,
Child_Centric,Daycare_Centre,,YWCA Hamilton - St. John Before and After School Program,,115,London,Street,Hamilton,ON,L8K 2G6,,
Child_Centric,Daycare_Centre,,YWCA Hamilton - West Mountain Child Care Centre,,828,Sanatorium,Road,Hamilton,ON,L8N 3Z5,,
Child_Centric,Daycare_Centre,,KINDERSEEDS INC.,,9023,AIRPORT BOX 13,Road,Mount Hope,ON,L0R 1W0,,
Chid_Centric,Daycare_EarlyON,,St. Thomas the Apostle Catholic Elementary School,,170,Skinner,Road,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Waterdown EarlyON Child and Family Centre,,315,Dundas,Street East,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Dundas Driving Park,,71,Cross,Street,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Dundas Lions Memorial Community Centre,,10,Market,Street South,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,1900 Main West,,1900,Main,Street West,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Fieldcote EarlyON,,64,Sulphur Spring,Road,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Westmount EarlyON,,35,Lynbrook,Drive,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Greendale,,44,Greendale,Drive,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Gourley Park,,142,Duncairn,Crescent,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Hamilton Mountain Helen Detwiler EarlyON Child and Family Centre,,320,Brigade,Drive,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Huntington Park Recreation Centre,,87,Brentwood,Drive,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Cecil B. Stirling School,,340,Queen Victoria,Drive,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Binbrook Memorial Hall EarlyON Child and Family Centre,,2600,Hwy 56,,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Winona Community Centre EarlyON,,255,Winona,Road,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Valley Park EarlyON,,970,Paramount,Drive,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Woodland EarlyON at Green Venture,,22,Veevers,Drive,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,St. David EarlyON Child and Family Centre,,33,Cromwell,Crescent,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Dominic Agostino Community Centre/Riverdale,,150,Violet,Drive,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,James Street EarlyON Child and Family Centre,,79,James,Street South,Hamilton,ON,,,
