Care_Category,Care_Category_Specific,Care_Category_Speciality,Name,Unit,Address,Street_Name,Street_Type,Community,Province,Postal_Code,LONGITUDE,LATITUDE
Chid_Centric,Daycare_EarlyON,,Beasley EarlyON Child and Family Centre,,145,Wilson,Street,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,St. Patrick EarlyON,,20,East,Avenue South,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,George L. Armstrong Public School,,460,Concession,Street,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,On y va de Notre-Dame Hamilton,,400,Cumberland,Ave,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Bernie Morelli Recreation Centre,,876,Cannon,Street East,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Gage Park ON y va (French),,1000,Main,Street East,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Ellis EarlyON Child and Family Centre,,45,Ellis,Ave,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,On y va du CSCHN rue Barton Est,,1320,Barton,Street East,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Niwasa Kendaaswin Teg EarlyON Child and Family Centre/Akwè:kon Wà:ke,,785,Britannia,Ave,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Hillcrest School,,40,Eastwood,Street,Hamilton,ON,,,
Chid_Centric,Daycare_EarlyON,,Woodland at the Red Hill Valley Trail,,,Melvin Avenue and Talbot Street,,Hamilton,ON,,,
Child_Centric,Recreation_Centre,,Ryerson Recreation Centre,,,,,,,,43.25381279,-79.88235644
Child_Centric,Recreation_Centre,,David Braley Athletic & Recreation Centre - Mohawk College,,,,,,,,43.23863344,-79.88851988
Child_Centric,Recreation_Centre,,Carlisle Recreation Centre,,,,,,,,43.39656408,-79.98100861
Child_Centric,Recreation_Centre,,Sir Allan MacNab Recreation Centre,,,,,,,,43.23107007,-79.92168666
Child_Centric,Recreation_Centre,,YWCA Hamilton Active Living Centre - Putman Family Ottawa St,,,,,,,,43.24393825,-79.81891277
Child_Centric,Recreation_Centre,,YMCA - Les Chater Family,,,,,,,,43.19836189,-79.87804501
Child_Centric,Recreation_Centre,,Ancaster Aquatic Centre,,,,,,,,43.2151688,-80.00628298
Child_Centric,Recreation_Centre,,H.G. Brewster Pool,,,,,,,,43.21809991,-79.71154334
Child_Centric,Recreation_Centre,,Central Memorial Recreation Centre,,,,,,,,43.24954329,-79.85924282
Child_Centric,Recreation_Centre,,Dalewood Recreation Centre,,,,,,,,43.25836395,-79.91315458
Child_Centric,Recreation_Centre,,Glanbrook Arena & Auditorium,,,,,,,,43.12972015,-79.83885903
Child_Centric,Recreation_Centre,,Huntington Park Recreation Centre,,,,,,,,43.22074723,-79.82939339
Child_Centric,Recreation_Centre,,Jimmy Thompson Pool,,,,,,,,43.24939123,-79.83025856
Child_Centric,Recreation_Centre,,East Kiwanis BGC Hamilton-Halton,,,,,,,,43.24855415,-79.81073839
Child_Centric,Recreation_Centre,,Kiwanis Club of Hamilton,,,,,,,,43.2134815,-79.69127601
Child_Centric,Recreation_Centre,,Ancaster Lion's Outdoor Pool,,,,,,,,43.2182325,-79.99969967
Child_Centric,Recreation_Centre,,Sir Wilfrid Laurier Recreation Centre,,,,,,,,43.2178171,-79.78676166
Child_Centric,Recreation_Centre,,Sir Winston Churchill Recreation Centre,,,,,,,,43.2375585,-79.79571434
Child_Centric,Recreation_Centre,,Redeemer Sports Complex,,,,,,,,43.2121063,-79.95200162
Child_Centric,Recreation_Centre,,Westmount Recreation Centre,,,,,,,,43.22837266,-79.89431613
Child_Centric,Recreation_Centre,,YMCA - Hamilton Downtown Family,,,,,,,,43.25432327,-79.86988423
Child_Centric,Recreation_Centre,,Sackville Hill Seniors Recreation Centre,,,,,,,,43.22447691,-79.86260427
Child_Centric,Recreation_Centre,,YMCA - Flamborough Family,,,,,,,,43.33286414,-79.91157215
Child_Centric,Recreation_Centre,,YWCA Hamilton Active Living Centre - MacNab Street,,,,,,,,43.25423089,-79.87156481
Child_Centric,Recreation_Centre,,Soccer World,,,,,,,,43.25721965,-79.89413985
Child_Centric,Recreation_Centre,,Mountain Sports Complex,,,,,,,,43.19887195,-79.83707187
Child_Centric,Recreation_Centre,,United Soccer Centre,,,,,,,,43.23107028,-79.70248013
Child_Centric,Recreation_Centre,,Lakeland Centre,,,,,,,,43.26209559,-79.76832328
Child_Centric,Recreation_Centre,,Stoney Creek Recreation Centre,,,,,,,,43.21763051,-79.76306025
Child_Centric,Recreation_Centre,,David Braley Athletic Centre - McMaster University,,,,,,,,43.26504364,-79.91616539
Child_Centric,Recreation_Centre,,Norman Pinky Lewis Recreation Centre,,,,,,,,43.25704669,-79.84530807
Child_Centric,Recreation_Centre,,Bernie Morelli Recreation Centre,,,,,,,,43.25004711,-79.82997442
Child_Centric,Recreation_Centre,,F.H. Sherman Recreation And Learning Centre,,,,,,,,43.19518011,-79.75400704
Child_Centric,Recreation_Centre,,Hill Park Recreation Centre,,,,,,,,43.22781851,-79.86312511
Child_Centric,Community_Centre,,Hamilton Regional Native Learning Centre,,712,Main,Street East,Hamilton,ON,,,
Child_Centric,Community_Centre,,Hamilton Literacy Council,Suite 329,75,Macnab,Street South,Hamilton,ON,,,
Child_Centric,Community_Centre,,Carlisle Memorial Hall,,,,,,,,-79.98147986,43.3939429
Child_Centric,Community_Centre,,Eastmount Community Centre,,,,,,,,-79.84866004,43.23643372
Child_Centric,Community_Centre,,Dundas Community Pool,,,,,,,,-79.96355633,43.26547443
Child_Centric,Community_Centre,,Dominic Agostino Riverdale Community Centre,,,,,,,,-79.75676735,43.23251479
Child_Centric,Community_Centre,,Ancaster Old Town Hall,,,,,,,,-79.97626454,43.2255123
Child_Centric,Community_Centre,,Simone Hall (Old Beasley),,,,,,,,-79.8617716,43.25805638
Child_Centric,Community_Centre,,Victoria Park Clubhouse,,,,,,,,-79.88476462,43.26172199
Child_Centric,Community_Centre,,Sealey Park Scout Hall,,,,,,,,-79.88922044,43.33081521
Child_Centric,Community_Centre,,Greensville Community Centre,,,,,,,,-79.98361176,43.28142637
Child_Centric,Community_Centre,,Beverly Community Centre,,,,,,,,-80.11130346,43.29679939
Child_Centric,Community_Centre,,Winona Community Centre,,,,,,,,-79.65092457,43.20851478
Child_Centric,Community_Centre,,Churchill Park Clubhouse,,,,,,,,-79.90483412,43.26472182
Child_Centric,Community_Centre,,Ancaster Rotary Centre,,,,,,,,-80.00837916,43.21785936
Child_Centric,Community_Centre,,Beasley Community Centre,,,,,,,,-79.86107224,43.25729934
Child_Centric,Community_Centre,,Bennetto Community Centre,,,,,,,,-79.8608651,43.2702725
Child_Centric,Community_Centre,,Beverly Township Hall,,,,,,,,-80.12663304,43.30047207
Child_Centric,Community_Centre,,Binbrook Memorial Hall,,,,,,,,-79.80403785,43.12300553
Child_Centric,Community_Centre,,Dundas Lions Memorial Community Centre,,,,,,,,-79.9635936,43.26737906
Child_Centric,Community_Centre,,Stoney Creek Lions Fruitland Community Centre,,,,,,,,-79.704599,43.21853664
Child_Centric,Community_Centre,,Millgrove Community Centre,,,,,,,,-79.95942803,43.33515359
Child_Centric,Community_Centre,,Mount Hope Community Hall / Youth Centre,,,,,,,,-79.91142878,43.16022469
Child_Centric,Community_Centre,,Eva Rothwell Resource Centre,,,,,,,,-79.84285308,43.26486367
Child_Centric,Community_Centre,,Sheffield Community Hall,,,,,,,,-80.20074399,43.29704068
Child_Centric,Community_Centre,,Stoney Creek Optimist Community Centre,,,,,,,,-79.75852769,43.22574089
Child_Centric,Community_Centre,,Valens Community Hall,,,,,,,,-80.13076988,43.38363316
Child_Centric,Community_Centre,,Lynden Lions Community Centre,,,,,,,,-80.14780871,43.2269158
Child_Centric,Community_Centre,,Valley Park Community Centre,,,,,,,,-79.79810584,43.19290424
Child_Centric,Community_Centre,,Waterdown Memorial Hall,,,,,,,,-79.89259153,43.33408713
Child_Centric,Community_Centre,,Winona Scout Hall,,,,,,,,-79.64564257,43.2096953
Child_Centric,Community_Centre,,Woodburn Centennial Hall,,,,,,,,-79.74280634,43.14656891
Child_Centric,Community_Centre,,Mountsberg Hall,,,,,,,,-80.04209172,43.43422646
Child_Centric,Community_Centre,,Spring Valley Community Centre,,,,,,,,-79.99803249,43.21717805
Child_Centric,Community_Centre,,Greensville (West Flamborough Township) Hall,,,,,,,,-79.98836484,43.27684613
Child_Centric,Community_Centre,,City Centre Learning Centre,3rd Level,77,James,Street North,Hamilton,ON,,,
Child_Centric,Community_Centre,,SHAE School,,34,Ottawa,Street North,Hamilton,ON,,,
Elder_Centric,Senior_Centre,,Flamborough Seniors Centre,,,,,,,,-79.90491466,43.32371612
Elder_Centric,Senior_Centre,,Warden Park Seniors Club,,,,,,,,-79.79196212,43.24592797
Elder_Centric,Senior_Centre,,Rosedale Seniors Club,,,,,,,,-79.80719808,43.21898572
Elder_Centric,Senior_Centre,,Seniors Activities of Southwest Hamilton (SASH),,,,,,,,-79.8821645,43.25377389
Elder_Centric,Senior_Centre,,Main Hess Senior's Activity Club,,,,,,,,-79.87775938,43.25650256
Elder_Centric,Senior_Centre,,"Ada Bland ""Club 60"" Seniors",,,,,,,,-79.75834236,43.21735504
Elder_Centric,Senior_Centre,,Ancaster Senior Achievement Centre (ASAC),,,,,,,,-80.07058372,43.18453818
Elder_Centric,Senior_Centre,,Winona Senior Citizens Centre,,,,,,,,-79.65308487,43.20874439
Elder_Centric,Seniors_Active_Living_Centre,,Jewish Social Services,,30,King,Street East,Hamilton,ON,L9H5G6,-79.95217563,43.26570659
Elder_Centric,Seniors_Active_Living_Centre,,Bernie Morelli Recreation Centre,,876,Cannon,Street East,Hamilton,ON,L8L0C6,-79.82994039,43.24990859
Elder_Centric,Seniors_Active_Living_Centre,,City of Hamilton - Sackville Seniors Centre,,780,Upper,Wentworth Street,Hamilton,ON,L9A4V5,-79.8624985,43.22452919
Elder_Centric,Seniors_Active_Living_Centre,,City of Hamilton - Ada Bland (Club 60) Senior Citizens' Centre,,6,King,Street West,Hamilton,ON,L8G1G8,-79.75839697,43.21732069
Elder_Centric,Seniors_Active_Living_Centre,,St. Matthew's House,,705,Main,Street East,Hamilton,ON,L8M1K8,-79.84047509,43.24822369
Elder_Centric,Seniors_Active_Living_Centre,,City of Hamilton - Winona Seniors' Club,,1239,Highway 8, ,Hamilton,ON,L8E5S4,-79.65306473,43.20875249
Elder_Centric,Seniors_Active_Living_Centre,,City of Hamilton - Ancaster Senior Achievement Centre,,622,Alberton,Road South,Hamilton,ON,L0R1A0,-80.07054506,43.18462327
Elder_Centric,Seniors_Active_Living_Centre,,City of Hamilton - Main-Hess Seniors' Centre,,200,Jackson,Street West,Hamilton,ON,L8P4R9,-79.87754941,43.25655479
Elder_Centric,Seniors_Active_Living_Centre,,Dundas Senior Citizen's Club,,10,Market,Street South,Hamilton,ON,L9H5G4,-79.96360033,43.26748039
Elder_Centric,Seniors_Active_Living_Centre,,YWCA Hamilton Active Living Centre 55+ - MacNab Street,,75,MacNab,Street South,Hamilton,ON,L8P3C1,-79.8714247,43.25436299
Elder_Centric,Seniors_Active_Living_Centre,,YWCA Hamilton Seniors Active Living Centre 55+ - Putman Family YWCA,,52,Ottawa,Street North,Hamilton,ON,L8H3Y7,-79.81890959,43.24383289
Elder_Centric,Seniors_Active_Living_Centre,,City of Hamilton - Rosedale Seniors' Club,,100,Greenhill,Avenue ,Hamilton,ON,L8K4T9,-79.80706068,43.21900079
Elder_Centric,Long-Term_Care_Home,,Hamilton Continuing Care,,125,Wentworth,Street South,Hamilton,ON,L8N2Z1,-79.850529,43.24787249
Elder_Centric,Long-Term_Care_Home,,Extendicare Hamilton,,90,Chedmac,Drive ,Hamilton,ON,L9C7S6,-79.92145992,43.23726139
Elder_Centric,Long-Term_Care_Home,,Shalom Village Nursing Home,,70,Macklin,Street North,Hamilton,ON,L8S3S1,-79.89517751,43.26422089
Elder_Centric,Long-Term_Care_Home,,The Meadows,,12,Tranquility,Avenue ,Ancaster,ON,L9G5C2,-80.00729304,43.21114908
Elder_Centric,Long-Term_Care_Home,,"St. Joseph's Villa, Dundas",,56,Governor's,Road ,Dundas,ON,L9H5G7,-79.95770113,43.26175889
Elder_Centric,Long-Term_Care_Home,,Chartwell Willowgrove Long Term Care Residence,,1217,Old Mohawk,Road ,Ancaster,ON,L9K1P6,-79.93527582,43.23324649
Elder_Centric,Long-Term_Care_Home,,BayWoods Place,,330,Main,Street East,Hamilton,ON,L8N3T9,-79.8569424,43.25176169
Elder_Centric,Long-Term_Care_Home,,St. Peter's Residence at Chedoke,,125,Redfern,Avenue ,Hamilton,ON,L9C7W9,-79.92006072,43.24013109
Elder_Centric,Long-Term_Care_Home,,The Wellington Nursing Home,,1430,Upper Wellington,Street ,Hamilton,ON,L9A5H3,-79.879518,43.20931458
Elder_Centric,Long-Term_Care_Home,,Idlewyld Manor,,449,Sanatorium,Road ,Hamilton,ON,L9C2A7,-79.91485732,43.23618909
Elder_Centric,Long-Term_Care_Home,,Dundurn Place Care Centre,,39,Mary,Street ,Hamilton,ON,L8R3L8,-79.8639432,43.25642639
Elder_Centric,Long-Term_Care_Home,,Queen's Garden,,80,Queen,Street North,Hamilton,ON,L8R3P6,-79.87697411,43.26115109
Elder_Centric,Long-Term_Care_Home,,Victoria Gardens Long Term Care,,176,Victoria,Avenue North,Hamilton,ON,L8L5G1,-79.8542889,43.25818539
Elder_Centric,Long-Term_Care_Home,,Regina Gardens,,536,Upper Paradise,Road Road,Hamilton,ON,L9C5E3,-79.91358922,43.23102399
Elder_Centric,Long-Term_Care_Home,,Macassa  Lodge,,701,Upper Sherman,Avenue ,Hamilton,ON,L8V3M7,-79.84805939,43.22556189
Elder_Centric,Long-Term_Care_Home,,Parkview Nursing Centre,,545,King,Street West,Hamilton,ON,L8P1C1,-79.88486411,43.26103249
Elder_Centric,Long-Term_Care_Home,,The Village of Wentworth Heights,,1620,Upper Wentworth,Street ,Hamilton,ON,L9B2W3,-79.8736997,43.19887338
Elder_Centric,Long-Term_Care_Home,,Grace Villa Nursing Home,,45,Lockton,Crescent ,Hamilton,ON,L8V4V5,-79.84709659,43.21147629
Elder_Centric,Long-Term_Care_Home,,Blackadar Continuing Care Centre,,101,Creighton,Road ,Dundas,ON,L9H3B7,-79.96732934,43.26136689
Elder_Centric,Long-Term_Care_Home,,Wentworth Lodge,,41,South,Street West,Dundas,ON,L9H4C4,-79.94895843,43.25986449
Elder_Centric,Long-Term_Care_Home,,Arbour Creek Long-Term Care Centre,,2717,King,Street East,Hamilton,ON,L8G1J3,-79.77683127,43.22145709
Elder_Centric,Retirement_Home,,Bertram Place Retirement Living Centre,,21,Hatt,Street ,Hamilton,ON,L9H2E9,-79.95508463,43.26505339
Elder_Centric,Retirement_Home,,Lakeview Retirement Centre,,339,Highway 8, ,Hamilton,ON,L8G1E7,-79.71956205,43.22722669
Elder_Centric,Retirement_Home,,First Place Hamilton,,360,King,Street East,Hamilton,ON,L8N3Y2,-79.858999,43.25310479
Elder_Centric,Retirement_Home,,Summit Heights Retirement Residence,,2126,Rymal,Road East,Hamilton,ON,L0R1P0,-79.79243827,43.17536178
Elder_Centric,Retirement_Home,,Aberdeen Gardens Retirement Residence,,330,Dundurn,Street South,Hamilton,ON,L8P4L6,-79.89294461,43.25165109
Elder_Centric,Retirement_Home,,Caroline Place Retirement Residence,,118,Market,Street ,Hamilton,ON,L8R3P9,-79.87474961,43.25974649
Elder_Centric,Retirement_Home,,Meadowlands Retirement Residence,,1248,Mohawk,Road ,Hamilton,ON,L9K1P5,-79.93348352,43.23242849
Elder_Centric,Retirement_Home,,The Cardinal Retirement Residence,,10,Herkimer,Street ,Hamilton,ON,L8P2G2,-79.873109,43.24921979
Elder_Centric,Retirement_Home,,St. Elizabeth Retirement Residence,,391,Rymal,Road West,Hamilton,ON,L9B1V2,-79.90930361,43.20620238
Elder_Centric,Retirement_Home,,Valley Town Residence,,33,Main,Street ,Hamilton,ON,L9H2P7,-79.95289233,43.26507529
Elder_Centric,Retirement_Home,,Highgate Residence,,325,Fiddlers Green,Road ,Hamilton,ON,L9G1W9,-79.98401634,43.20915888
Elder_Centric,Retirement_Home,,Ressam Gardens,,1041,West Fifth,Street ,Hamilton,ON,L9B1J5,-79.89378891,43.21098918
Elder_Centric,Retirement_Home,,Carrington Place Retirement Residence,,75,Dunham,Drive ,Hamilton,ON,L9G1X7,-79.99125764,43.21614648
Elder_Centric,Retirement_Home,,Abington Court Retirement Residence,,1500,Main,Street East,Hamilton,ON,L8K1E1,-79.80579118,43.23895649
Elder_Centric,Retirement_Home,,Chartwell Georgian Retirement Residence,,255,Governors,Road ,Hamilton,ON,L9H3K4,-79.97063634,43.26028359
Elder_Centric,Retirement_Home,,Amica Stoney Creek,,135,King,Street East,Hamilton,ON,L8G1J8,-79.74832566,43.21764529
Elder_Centric,Retirement_Home,,Village Manor,,57,John,Street West,Hamilton,ON,L0R2H0,-79.89800812,43.33537581
Elder_Centric,Retirement_Home,,The Carlisle Retirement Residence,,467,Main,Street East,Hamilton,ON,L8N1K1,-79.8514999,43.25094969
Elder_Centric,Retirement_Home,,Amica Dundas,,50,Hatt,Street ,Hamilton,ON,L9H0A1,-79.95503713,43.26448929
Elder_Centric,Retirement_Home,,Tara Retirement Home,,843,Mohawk,Road East,Hamilton,ON,L8T2R4,-79.83453709,43.21726949
Elder_Centric,Retirement_Home,,The Village of Wentworth Heights,,1620,Upper Wentworth,Street ,Hamilton,ON,L9B2W3,-79.8736997,43.19887338
Elder_Centric,Retirement_Home,,Heritage Green Retirement Home,,351,Issac Brock,Drive ,Hamilton,ON,L8J1Y1,-79.79095937,43.19301208
Elder_Centric,Retirement_Home,,Residence on Aikman,,19,Aikman,Avenue ,Hamilton,ON,L8M1P6,-79.8485333,43.25129329
Elder_Centric,Retirement_Home,,Kingsberry Place Seniors Residence,,1221,Limeridge,Road East,Hamilton,ON,L8W1Y1,-79.83081579,43.20702509
Elder_Centric,Retirement_Home,,Seasons Stoney Creek,,8,Shoreview,Place ,Hamilton,ON,L8E0J6,-79.71585545,43.2375435
Elder_Centric,Retirement_Home,,Westmount Terrace I,,723,Rymal,Road West,Hamilton,ON,L9B2W1,-79.92649742,43.20988658
Elder_Centric,Retirement_Home,,Chartwell Deerview Crossing Retirement Residence,,460,Rymal,Road West,Hamilton,ON,L9B0B2,-79.91323761,43.20775968
Elder_Centric,Retirement_Home,,Orchard Terrace Care Centre,,199,Glover,Road ,Hamilton,ON,L8E5J2,-79.68331444,43.21035969
Elder_Centric,Retirement_Home,,Villa Italia Retirement Residence,,530,Upper Paradise,Road Road,Hamilton,ON,L9C7W2,-79.91456852,43.23116679
Elder_Centric,Retirement_Home,,The Wellington,,1430,Upper Wellington,Street Street,Hamilton,ON,L9A5H3,-79.879518,43.20931458
Elder_Centric,Retirement_Home,,Grandview Retirement Living,,83,Centennial,Parkway South,Hamilton,ON,L8G2C7,-79.76593097,43.22502549
Elder_Centric,Retirement_Home,,Waterdown Manor,,335,Dundas,Street East,Hamilton,ON,L0R2H0,-79.89141602,43.33527221
Elder_Centric,Retirement_Home,,Residence on Catharine,,236,Catharine,Street North,Hamilton,ON,L8L4S6,-79.8619548,43.26233739
Elder_Centric,Retirement_Home,,Residence on Main Street,,1605,Main,Street East,Hamilton,ON,L8H1C4,-79.80137298,43.23825689
Errand_Centric,Library,,Ancaster Library,,300,Wilson,Street East,Ancaster,ON,,-79.97666063,43.22530917
Errand_Centric,Library,,Barton Library,,571,Barton,Street East,Hamilton,ON,,-79.84121898,43.2580317
Errand_Centric,Library,,Binbrook Library,,2641,Regional Road 65,,Glanbrook,ON,,-79.80342947,43.12170438
Errand_Centric,Library,,Carlisle Library,,1496,Centre,Road,Flamborough,ON,,-79.98108621,43.39605339
Errand_Centric,Library,,Concession Library,,565,Concession,Street,Hamilton,ON,,-79.85136825,43.2410416
Errand_Centric,Library,,Dundas Library,,18,Oglivie,Street,Dundas,ON,,-79.95494871,43.26548389
Errand_Centric,Library,,Freelton Library,,1803,Brock,Road,Flamborough,ON,,-80.03876645,43.39793341
Errand_Centric,Library,,Greensville Library,,59,Kirby,Avenue,Flamborough,ON,,-79.99612469,43.27528027
Errand_Centric,Library,,Hamilton Central Library,,55,York,Boulevard,Hamilton,ON,,-79.87069972,43.25894156
Errand_Centric,Library,,Kenilworth Library,,103,Kenilworth,Avenue North,Hamilton,ON,,-79.80884163,43.24349824
Errand_Centric,Library,,Locke Library,,285,Locke,Street South,Hamilton,ON,,-79.88702204,43.25182285
Errand_Centric,Library,,Lynden Library,,110,Lynden,Road,Flamborough,ON,,-80.14659537,43.23656021
Errand_Centric,Library,,Mount Hope Library,,3027,Homestead,Drive,Glanbrook,ON,,-79.9120622,43.16057987
Errand_Centric,Library,,Red Hill Library,,695,Queenston,Road,Hamilton,ON,,-79.77194472,43.23028211
Errand_Centric,Library,,Saltfleet Library,,131,Gray,Road,Stoney Creek,ON,,-79.74507509,43.22229245
Errand_Centric,Library,,Sherwood Library,,467,Upper Ottawa,Street,Hamilton,ON,,-79.82861769,43.22656913
Errand_Centric,Library,,Stoney Creek Library,,777,Highway 8,,Stoney Creek,ON,,-79.6914053,43.21286435
Errand_Centric,Library,,Terryberry Library,,100,Mohawk,Road West,Hamilton,ON,,-79.88674908,43.23031428
Errand_Centric,Library,,Turner Park Library,,352,Rymal,Road East,Hamilton,ON,,-79.87862786,43.19846705
Errand_Centric,Library,,Valley Park Library,Unit 12,1050,Paramount,Drive,Stoney Creek,ON,,-79.79790001,43.19309594
Errand_Centric,Library,,Waterdown Library,,163,Dundas,Street East,Flamborough,ON,,-79.90479819,43.3236294
Errand_Centric,Library,,Westdale Library,,955,King,Street West,Hamilton,ON,,-79.90347677,43.26256862
Errand_Centric,Post_Office,,Canada Post,,27,Legend,Court,Ancaster,ON,,,
Errand_Centric,Post_Office,,Canada Post,,2621,Hiway 56,,Binbrook,ON,,,
Errand_Centric,Post_Office,,Canada Post,,1462,Centre,Road,Carlisle,ON,,,
Errand_Centric,Post_Office,,Canada Post,,232,Cannon,Street East,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,60,Kenilworth,Avenue North,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,991,King,Street West,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,94,Lynden,Road,Lynden,ON,,,
Errand_Centric,Post_Office,,Canada Post,,3055,Homestead,Drive,Mount Hope,ON,,,
Errand_Centric,Post_Office,,Canada Post,,1280,Highway 8,,Stoney Creek,ON,,,
Errand_Centric,Post_Office,,Canada Post,,17,Main,Street North,Waterdown,ON,,,
Errand_Centric,Post_Office,,Canada Post,,133,King,Street West,Dundas,ON,,,
Errand_Centric,Post_Office,,Canada Post,102,101,Osler,Drive,Dundas,ON,,,
Errand_Centric,Post_Office,,Canada Post,,620,King,Street West,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,331,Dundurn,Street South,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,117,350,King,Street East,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,510,Concession,Street,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,753,Main,Street East,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,1183,Barton,Street East,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,663,Upper James,Street,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,1,210,Mohawk,Road Esat,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,1119,Fennell,Avenue East,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,999,Upper Wentworth,Street,Stoney Creek,ON,,,
Errand_Centric,Post_Office,,Canada Post,,1300,Garth,Street,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,47,Wilson,Street West,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,270,Mud,Street West,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,1447,Upper Ottawa,Street,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,377,Hiway 8,,Stoney Creek,ON,,,
Errand_Centric,Post_Office,,Dundurn Postal Outlet,,50,Dundurn,Street South,Hamilton,ON,,,
Errand_Centric,Post_Office,,Eastgate Postal Outlet,,75,Centennial,Parkway North,Hamilton,ON,,,
Errand_Centric,Post_Office,,Fiesta Postal Svc Plus,1,312,Grays,Road,Hamilton,ON,,,
Errand_Centric,Post_Office,,Gagemount Postal Outlet,,712,Mohawk,Road East,Hamilton,ON,,,
Errand_Centric,Post_Office,,Jackson Station,7,2,King,Street West,Hamilton,ON,,,
Errand_Centric,Post_Office,,Canada Post,,1000,Golf Links,Road,Ancaster,ON,,,
Errand_Centric,Post_Office,,Stoney Creek Postal Outlet,,38,King,Street East,Stoney Creek,ON,,,
Errand_Centric,Post_Office,,Strathbarton Postal Outlet,,1565,Barton,Street East,Hamilton,ON,,,
Errand_Centric,Post_Office,,Uno Stop Convenience,77,1447,Upper Ottawa,Street,Hamilton,ON,,,
Errand_Centric,Post_Office,,UPS Store,33,35,Stone Church,Road,Ancaster,ON,,,
Errand_Centric,Post_Office,,UPS Store,,155,Main,Street East,Grimsby,ON,,,
Errand_Centric,Post_Office,,UPS Store,1,1439,Upper Ottawa,Street,Hamilton,ON,,,
Errand_Centric,Post_Office,,UPS Store,,1063,King,Street West,Hamilton,ON,,,
Errand_Centric,Post_Office,,UPS Store,2,558,Upper Gage,Avenue,Hamilton,ON,,,
Errand_Centric,Post_Office,,UPS Store,22,2,King,Street East,Hamilton,ON,,,
Errand_Centric,Post_Office,,UPS Store,,762,Upper James,Street,Hamilton,ON,,,
Errand_Centric,Post_Office,,UPS Store,4,168,Barton,Street,Stoney Creek,ON,,,
Errand_Centric,Post_Office,,UPS Store,12,255,Dundas,Street East,Waterdown,ON,,,
Errand_Centric,Banks,,BMO Bank Of Montreal,55,737,Golf Links,Road,Ancaster,ON,,,
Errand_Centric,Banks,,BMO Bank Of Montreal,,1128,Fennell,Avenue East,Hamilton,ON,,,
Errand_Centric,Banks,,BMO Bank Of Montreal,,1587,Upper James,Street,Hamilton,ON,,,
Errand_Centric,Banks,,BMO Bank Of Montreal,200,50,Bay,Street South,Hamilton,ON,,,
Errand_Centric,Banks,,BMO Bank Of Montreal,,275,James,Street North,Hamilton,ON,,,
Errand_Centric,Banks,,BMO Bank Of Montreal,,290,Queenston,Road,Hamilton,ON,,,
Errand_Centric,Banks,,BMO Bank Of Montreal,,303,James,Street North,Hamilton,ON,,,
Errand_Centric,Banks,,BMO Bank Of Montreal,,375,Upper Paradise,Road,Hamilton,ON,,,
Errand_Centric,Banks,,BMO Bank Of Montreal,,886,Barton,Street East,Hamilton,ON,,,
Errand_Centric,Banks,,BMO Bank Of Montreal,,999,Upper Wentworth,Street,Hamilton,ON,,,
Errand_Centric,Banks,,CIBC,,1015,Golf Links,Road,Ancaster,ON,,,
Errand_Centric,Banks,,CIBC,,30,Wilson,Street West,Ancaster,ON,,,
Errand_Centric,Banks,,CIBC,,1015,King,Street West,Hamilton,ON,,,
Errand_Centric,Banks,,CIBC,,1273,Barton,Street East,Hamilton,ON,,,
Errand_Centric,Banks,,CIBC,150,905,Rymal,Road East,Hamilton,ON,,,
Errand_Centric,Banks,,CIBC,,1550,Upper James,Street,Hamilton,ON,,,
Errand_Centric,Banks,,CIBC,,1882,King,Street East,Hamilton,ON,,,
Errand_Centric,Banks,,CIBC,,251,Parkdale,Avenue North,Hamilton,ON,,,
Errand_Centric,Banks,,CIBC,,399,Greenhill,Avenue,Hamilton,ON,,,
Errand_Centric,Banks,,CIBC,500,1,King,Street West,Hamilton,ON,,,
